# ID  jfk    jdf     V      uncV   B_V   B_VUn
1519 1721.47 2035.37 21.594 0.024  1.392 0.035
1520  721.55   90.12 21.594 0.016  0.771 0.024
1521  571.83  967.86 21.596 0.017  0.776 0.025
1522  737.95 1646.39 21.597 0.020  0.810 0.029
1523   20.03  147.87 21.598 0.022  0.807 0.032
1524  611.55   34.29 21.598 0.017  0.774 0.027
1525  807.55 1453.88 21.599 0.017  0.751 0.024
1526  743.62  575.29 21.601 0.018  0.786 0.026
1527  561.72 1723.86 21.601 0.017  0.747 0.022
1528  647.37 1700.52 21.601 0.015  0.762 0.023
1529  829.83  248.41 21.601 0.016  0.746 0.023
1530  145.58  660.92 21.602 0.016  0.790 0.025
1531 1153.91 1197.10 21.603 0.015  0.767 0.023
1532  602.57 1376.73 21.605 0.015  0.762 0.023
1533  546.34 1738.85 21.605 0.016  0.759 0.025
1534   42.66  807.64 21.609 0.016  0.762 0.023
1535  104.74  391.01 21.611 0.016  0.850 0.024
1536 1101.39  702.61 21.613 0.017  0.760 0.025
1537  531.53  906.23 21.613 0.018  0.716 0.025
1538 1584.38 1268.28 21.614 0.015  0.775 0.023
1539 1624.85  504.58 21.614 0.017  0.771 0.025
1540  295.48  433.50 21.614 0.017  0.850 0.025
1541 1909.31 1568.18 21.617 0.014  0.817 0.023
1542 1535.57  231.49 21.617 0.018  0.774 0.028
1543  570.39   37.25 21.617 0.021  0.763 0.028
1544 1099.64  128.15 21.619 0.020  1.477 0.043
1545   82.40  626.79 21.619 0.017  0.740 0.024
1546   58.69  464.45 21.621 0.015  0.799 0.025
1547 1232.33  617.06 21.621 0.015  0.772 0.025
1548  227.97  572.83 21.621 0.015  0.780 0.023
1549  338.51   35.43 21.624 0.016  0.795 0.024
1550 1238.20  331.17 21.625 0.016  0.817 0.026
1551  303.01  336.86 21.626 0.016  0.512 0.023
1552  317.86  329.58 21.628 0.017  0.914 0.028
1553 1139.45  155.27 21.628 0.017  0.762 0.023
1554   98.62 1727.32 21.630 0.016  0.819 0.023
1555  558.22  933.72 21.630 0.017  0.815 0.026
1556  243.66 1038.64 21.630 0.016  0.729 0.023
1557  348.43 1315.91 21.631 0.017  0.788 0.026
1558  772.36  702.46 21.631 0.016  0.781 0.026
1559  447.53 1030.93 21.632 0.017  0.782 0.028
1560 1227.27   98.14 21.637 0.018  0.759 0.025
1561  537.71    8.06 21.637 0.019  0.794 0.030
1562   41.75  210.14 21.640 0.017  0.971 0.028
1563  267.51  740.67 21.644 0.017  0.759 0.027
1564  249.32  139.85 21.644 0.019  0.913 0.028
1565  368.64  427.92 21.645 0.017  0.750 0.026
1566 1415.36  953.62 21.646 0.016  0.668 0.024
1567 1350.51   45.49 21.646 0.016  0.734 0.024
1568  664.38  807.29 21.647 0.022  0.886 0.035
1569  910.59  979.87 21.648 0.017  0.712 0.026
1570  475.80 1022.68 21.650 0.017  0.804 0.025
1571   12.98  568.21 21.650 0.023  0.686 0.031
1572  327.10 1028.25 21.652 0.017  0.760 0.026
1573  640.55  160.93 21.652 0.017  0.734 0.025
1574  334.24  577.20 21.652 0.018  1.508 0.038
1575  918.60 1802.01 21.653 0.016  0.757 0.023
1576  403.65  541.81 21.654 0.018  0.816 0.026
1577   85.83  310.46 21.654 0.018  0.815 0.026
1578  760.43   70.44 21.656 0.018  0.858 0.029
1579  707.29  132.00 21.656 0.018  0.852 0.027
1580  472.84 1179.67 21.657 0.015  0.779 0.026
1581  926.64  431.89 21.658 0.017  0.722 0.027
1582 1769.82  167.67 21.659 0.018  0.783 0.024
1583  637.07  521.59 21.663 0.018  1.095 0.030
1584 1081.48   91.32 21.668 0.018  0.782 0.026
1585 1107.08  618.40 21.668 0.017  0.720 0.025
1586   85.98  113.43 21.668 0.015  0.784 0.025
1587  819.97 1929.45 21.671 0.018  0.803 0.027
1588 1130.07  300.35 21.672 0.016  0.847 0.025
1589  968.72   48.50 21.673 0.018  0.812 0.027
1590   72.16  808.20 21.673 0.018  0.762 0.028
1591   14.12  353.18 21.674 0.022  0.890 0.031
1592 1511.53 1287.80 21.675 0.018  0.824 0.027
1593  190.41  178.60 21.675 0.020  0.799 0.027
1594  678.17  352.70 21.675 0.016  0.715 0.027
1595  329.74  763.15 21.675 0.017  0.764 0.025
1596   53.92   19.46 21.681 0.020  0.971 0.030
1597  204.04 1073.74 21.682 0.016  0.881 0.028
1598 1196.17  843.93 21.684 0.017  0.755 0.025
1599   73.15  432.44 21.684 0.017  0.783 0.025
1600   97.03  918.47 21.685 0.016  0.759 0.023
1601  391.26 1486.74 21.686 0.018  0.791 0.026
1602 1240.21 1377.33 21.687 0.017  0.802 0.027
1603  539.94  159.33 21.688 0.017  0.788 0.027
1604  416.14  233.95 21.688 0.017  0.836 0.027
1605 1577.60   90.89 21.690 0.033  0.827 0.039
1606  260.89   27.12 21.690 0.020  0.812 0.029
1607  411.65  798.02 21.690 0.017  0.764 0.027
1608  302.24  814.70 21.691 0.017  0.773 0.025
1609 1523.15 1833.09 21.693 0.019  0.810 0.025
1610  128.23  592.55 21.693 0.016  0.816 0.026
1611  721.17 1335.58 21.694 0.017  0.815 0.026
1612  542.08  856.77 21.695 0.018  0.695 0.028
1613 1692.83  625.76 21.696 0.021  0.597 0.026
1614 1740.99 1458.60 21.696 0.017  0.801 0.025
1615   59.13  967.17 21.697 0.016  0.803 0.025
1616 1918.60  760.41 21.698 0.017  0.832 0.026
1617  191.93  574.85 21.700 0.021  0.811 0.031
1618   99.44  450.45 21.700 0.017  0.785 0.026
1619  104.03 1965.40 21.702 0.017  0.842 0.023
1620   55.95  117.25 21.702 0.020  0.793 0.029
1621  582.30 1667.97 21.703 0.017  0.849 0.025
1622  661.96 1642.41 21.707 0.016  0.743 0.024
1623 1398.69 1407.46 21.707 0.017  0.853 0.027
1624   60.05  155.10 21.709 0.017  0.819 0.027
1625  207.01  147.00 21.709 0.019  0.804 0.026
1626  123.30 1467.41 21.710 0.016  0.830 0.025
1627  671.17 1068.78 21.711 0.019  0.785 0.029
1628   31.08   58.49 21.714 0.020  0.835 0.032
1629  566.88  292.39 21.714 0.022  0.837 0.029
1630  845.29  411.03 21.715 0.018  0.703 0.027
1631 1703.09  323.17 21.715 0.022  0.869 0.034
1632  587.96    5.86 21.717 0.022  0.782 0.029
1633  322.91  200.37 21.717 0.019  1.487 0.045
1634  824.91  825.99 21.720 0.020  0.755 0.030
1635 1324.02  115.42 21.721 0.018  0.838 0.027
1636  471.72 1040.28 21.723 0.018  0.845 0.027
1637  461.38  964.25 21.723 0.020  0.804 0.031
1638  841.35  268.03 21.724 0.018  0.766 0.029
1639   32.67 1106.29 21.724 0.016  0.717 0.024
1640   15.47  272.28 21.725 0.024  0.840 0.034
1641  625.34    8.60 21.726 0.026  0.830 0.033
1642  714.48  145.76 21.728 0.028  1.046 0.043
1643  399.67  962.73 21.728 0.018  0.788 0.028
1644  388.58   33.09 21.730 0.019  0.711 0.026
1645 1319.89 1904.40 21.730 0.015  0.829 0.024
1646  214.80  277.96 21.734 0.017  0.815 0.028
1647  367.34 1246.86 21.737 0.019  0.719 0.027
1648 1459.77  375.94 21.739 0.020  0.837 0.028
1649 1336.06   41.27 21.739 0.019  0.795 0.029
1650  619.61   72.40 21.739 0.018  0.789 0.028
1651  742.23   34.04 21.740 0.020  0.784 0.029
1652 1548.94 1006.49 21.740 0.019  0.751 0.029
1653 1289.99  236.71 21.741 0.016  1.608 0.048
1654  809.65  888.83 21.742 0.019  0.746 0.028
1655 1594.21  466.19 21.742 0.017  0.824 0.027
1656   44.68  169.66 21.742 0.021  0.859 0.029
1657  545.60 1477.66 21.745 0.020  0.828 0.029
1658  556.60   71.67 21.746 0.018  0.768 0.026
1659  393.67  882.35 21.746 0.017  0.780 0.027
1660  419.20  480.92 21.747 0.018  0.776 0.029
1661  251.07  749.34 21.753 0.017  0.799 0.026
1662  737.65  776.50 21.753 0.021  0.768 0.031
1663  904.55  996.22 21.757 0.019  0.773 0.028
1664  402.73   89.73 21.758 0.018  0.791 0.027
1665  127.66 1645.35 21.758 0.018  0.806 0.025
1666  405.20 1163.03 21.759 0.019  0.901 0.029
1667   80.59  658.97 21.760 0.017  0.894 0.031
1668  460.38 1949.15 21.768 0.016  0.901 0.026
1669  596.88 1014.07 21.768 0.018  0.793 0.028
1670  143.79  341.08 21.769 0.018  0.806 0.029
1671 1412.85  283.05 21.769 0.019  1.199 0.034
1672 1259.94  466.06 21.770 0.018  1.555 0.045
1673  219.81  831.26 21.771 0.018  0.867 0.028
1674  124.93   41.03 21.771 0.018  0.800 0.029
1675 1375.71  500.97 21.773 0.020  0.810 0.030
1676 1463.55  269.83 21.774 0.019  0.755 0.027
1677  706.21   91.14 21.775 0.019  0.825 0.030
1678  793.44  320.18 21.776 0.019  0.768 0.030
1679 1587.29   49.51 21.780 0.017  0.800 0.027
1680  301.13  582.65 21.780 0.019  0.747 0.028
1681 1296.82 1795.70 21.780 0.018  0.790 0.026
1682  670.60  248.23 21.781 0.019  0.803 0.032
1683 1116.05  731.00 21.783 0.018  0.828 0.030
1684  717.08    5.96 21.785 0.020  0.771 0.030
1685  348.79 1474.72 21.787 0.018  0.817 0.027
1686 1268.18  128.70 21.787 0.020  0.820 0.030
1687  396.28  159.57 21.791 0.019  0.841 0.028
1688 1225.42   34.90 21.793 0.021  0.757 0.030
1689 1677.84 1675.67 21.793 0.018  0.859 0.028
1690  491.87 1436.72 21.793 0.018  0.829 0.028
1691  168.50 1334.98 21.794 0.035  1.164 0.051
1692  857.32 1512.75 21.795 0.019  0.844 0.029
1693  384.14 1994.89 21.796 0.017  0.827 0.025
1694  784.87  107.99 21.797 0.019  0.724 0.031
1695  169.85  465.13 21.797 0.018  0.843 0.030
1696   70.94  107.18 21.798 0.020  0.941 0.033
1697  937.09 1150.66 21.799 0.024  0.789 0.038
1698   60.54  336.62 21.805 0.018  0.868 0.030
1699  128.79  431.67 21.806 0.020  0.840 0.031
1700 1717.84    5.49 21.807 0.018  0.731 0.026
1701  691.96 1449.28 21.810 0.018  0.830 0.029
1702   31.68   26.07 21.812 0.020  0.785 0.029
1703  536.67 1545.06 21.812 0.018  0.808 0.027
1704  114.83  193.50 21.815 0.019  0.806 0.030
1705  721.80  318.69 21.815 0.020  0.896 0.031
1706  955.03  315.46 21.816 0.019  0.754 0.030
1707  406.02  155.21 21.817 0.021  0.792 0.029
1708  311.11  308.69 21.819 0.020  0.777 0.030
1709 1217.55  984.18 21.819 0.020  0.759 0.030
1710  161.05 1075.60 21.821 0.018  0.827 0.029
1711 2025.61 1834.79 21.823 0.017  0.808 0.027
1712   61.77  179.79 21.823 0.018  0.789 0.027
1713   27.07  797.18 21.824 0.021  0.804 0.031
1714  101.50  132.10 21.827 0.019  0.832 0.034
1715  235.60 1825.92 21.830 0.018  0.882 0.027
1716 1873.29 1987.28 21.832 0.018  0.920 0.030
1717 1366.97 1756.59 21.832 0.019  0.856 0.029
1718   26.24  128.29 21.838 0.020  0.849 0.032
1719 1565.12  434.64 21.840 0.022  0.828 0.032
1720  484.70   70.23 21.840 0.019  0.767 0.028
1721 1017.77    9.00 21.841 0.020  0.934 0.030
1722  556.93 1068.26 21.841 0.023  0.820 0.033
1723  431.26  232.47 21.842 0.018  0.945 0.032
1724  874.23 1226.25 21.842 0.021  0.748 0.032
1725  536.10 1596.13 21.846 0.021  0.811 0.030
1726  499.55  904.75 21.849 0.024  1.002 0.038
1727  558.16   29.08 21.849 0.034  0.849 0.043
1728 1584.08  202.58 21.850 0.020  0.851 0.033
1729  725.95  230.93 21.852 0.019  0.858 0.030
1730  258.56   21.61 21.854 0.021  0.786 0.032
1731  384.53  660.55 21.857 0.020  0.836 0.031
1732  562.15  526.14 21.858 0.020  0.789 0.030
1733  331.06   72.89 21.860 0.019  0.841 0.030
1734 1822.94 1360.36 21.869 0.020  0.894 0.030
1735  746.04  129.72 21.869 0.020  0.755 0.029
1736  109.79 1515.31 21.869 0.019  0.817 0.030
1737  484.82  116.30 21.870 0.021  0.932 0.035
1738  801.33  559.59 21.872 0.022  0.776 0.036
1739  568.67 1182.67 21.872 0.022  0.812 0.033
1740  410.71  495.37 21.873 0.022  0.816 0.034
1741  238.32  158.83 21.873 0.019  0.788 0.031
1742  322.00  717.87 21.874 0.020  0.746 0.030
1743   89.10   16.49 21.874 0.022  0.866 0.032
1744   73.71  128.86 21.876 0.019  0.819 0.030
1745 1578.66  105.88 21.877 0.033  0.803 0.042
1746 1702.71  509.39 21.880 0.021  0.851 0.032
1747   55.74  456.60 21.881 0.021  0.760 0.030
1748 1778.41  155.54 21.881 0.018  0.858 0.028
1749 1120.95   37.96 21.884 0.019  0.812 0.032
1750  523.43 1253.15 21.886 0.019  0.802 0.029
1751  319.77  357.41 21.889 0.021  0.816 0.031
1752 1718.56  775.32 21.892 0.022  0.853 0.035
1753  118.42  136.20 21.895 0.022  0.819 0.032
1754  133.31  910.51 21.896 0.021  0.887 0.032
1755  670.36 1239.48 21.897 0.020  0.862 0.034
1756   95.21  961.27 21.897 0.021  0.854 0.031
1757 1025.66  469.41 21.900 0.021  0.985 0.038
1758    2.52  492.22 21.901 0.024  0.823 0.034
1759   37.20   34.90 21.901 0.020  0.788 0.032
1760  176.34  108.02 21.904 0.022  0.921 0.033
1761   43.87  187.04 21.910 0.026  0.868 0.039
1762  615.82  145.85 21.910 0.021  0.937 0.036
1763  256.24  221.83 21.911 0.021  0.842 0.031
1764   60.88 1318.62 21.912 0.017  0.858 0.028
1765 1610.16  208.55 21.914 0.024  1.546 0.051
1766 1428.29  785.59 21.915 0.021  0.795 0.033
1767 1705.51  398.39 21.917 0.022  0.851 0.034
1768  119.66  315.59 21.919 0.021  0.948 0.034
1769    2.60  172.93 21.919 0.028  0.861 0.036
1770 1191.94 1893.96 21.919 0.021  0.886 0.032
1771  328.75 1707.61 21.920 0.022  0.855 0.034
1772  614.82   29.53 21.920 0.028  0.836 0.039
1773  386.75  323.63 21.920 0.023  0.872 0.034
1774   21.39  740.06 21.922 0.030  0.779 0.040
1775 1438.65  366.63 21.922 0.021  0.871 0.034
1776  117.99    2.45 21.923 0.023  0.767 0.035
1777  376.33 1545.64 21.923 0.023  0.906 0.034
1778 1013.97  430.78 21.925 0.022  0.846 0.037
1779  281.98  331.02 21.926 0.024  0.854 0.036
1780  650.33  780.98 21.926 0.021  0.938 0.036
1781 1431.89   28.72 21.927 0.021  0.872 0.036
1782  762.71  411.36 21.927 0.021  0.830 0.035
1783  587.67 1170.65 21.929 0.032  0.971 0.045
1784  473.10  445.94 21.929 0.022  0.768 0.033
1785 1099.69  569.40 21.929 0.020  0.755 0.032
1786 1249.47  316.69 21.930 0.019  0.832 0.032
1787  216.84  470.38 21.930 0.022  0.882 0.036
1788  317.91  966.40 21.932 0.022  0.860 0.038
1789  337.15  226.25 21.932 0.021  0.802 0.032
1790 1143.15 1352.23 21.934 0.021  0.895 0.036
1791  598.26  108.15 21.935 0.022  0.854 0.034
1792  728.22 1147.50 21.935 0.023  0.862 0.036
1793 1390.87  298.56 21.941 0.023  0.821 0.037
1794   33.10  808.41 21.946 0.021  0.823 0.032
1795  481.85  647.14 21.946 0.023  0.842 0.040
1796  397.48  208.76 21.946 0.022  0.818 0.034
1797  471.97  166.57 21.947 0.021  0.885 0.035
1798  709.39  153.55 21.947 0.021  0.879 0.036
1799  434.02  750.75 21.948 0.021  0.819 0.043
1800  558.31  659.72 21.953 0.020  0.412 0.028
1801  953.43  821.12 21.953 0.022  0.895 0.041
1802  313.63 1465.18 21.954 0.020  0.849 0.029
1803   70.39  714.59 21.956 0.020  0.827 0.032
1804  390.53  501.75 21.957 0.022  0.889 0.037
1805   58.11  262.89 21.957 0.022  0.870 0.034
1806  243.71  191.76 21.959 0.022  0.957 0.038
1807  247.37  146.58 21.960 0.021  0.818 0.030
1808  168.88  272.51 21.960 0.022  0.832 0.034
1809  212.85  958.95 21.961 0.024  0.974 0.044
1810  299.52  979.00 21.963 0.022  0.897 0.040
1811  416.58   72.46 21.963 0.023  1.001 0.037
1812  601.34  275.57 21.965 0.025  0.931 0.038
1813  182.51  995.44 21.966 0.019  0.856 0.033
1814 1976.28  625.21 21.967 0.022  0.819 0.031
1815 1132.77  976.71 21.970 0.021  0.768 0.035
1816 1241.42  447.44 21.971 0.024  0.818 0.035
1817   73.90  709.51 21.972 0.021  0.753 0.033
1818  962.19  775.73 21.974 0.024  0.842 0.035
1819 1178.46  679.96 21.976 0.022  0.791 0.034
1820  225.39  350.39 21.977 0.034  0.828 0.051
1821  419.80  111.26 21.977 0.022  0.816 0.033
1822  130.05   31.46 21.978 0.022  0.872 0.038
1823   37.88  685.51 21.979 0.020  0.801 0.033
1824  480.63  161.17 21.980 0.037  0.820 0.045
1825  752.71  655.63 21.981 0.028  0.887 0.041
1826 1292.12  641.54 21.984 0.022  0.847 0.035
1827  242.63  223.08 21.985 0.023  0.894 0.036
1828  702.40  581.17 21.986 0.021  0.827 0.034
1829  705.08  394.45 21.988 0.024  0.811 0.040
1830  100.90   69.96 21.989 0.020  0.873 0.034
1831  331.02  671.73 21.990 0.022  0.832 0.034
1832  670.77  119.23 21.990 0.024  1.076 0.041
1833  928.92  255.87 21.991 0.022  0.959 0.039
1834 1327.84  153.68 21.991 0.021  0.731 0.034
1835   99.96 1691.40 21.994 0.021  0.931 0.032
1836  373.75  505.59 21.995 0.022  0.793 0.037
1837  313.71  636.16 21.996 0.022  0.920 0.039
1838   44.07  367.27 21.997 0.021  0.889 0.034
1839 1015.04 1652.96 21.998 0.020  0.850 0.032
1840   56.03  347.55 21.998 0.029  0.981 0.041
1841  356.12  189.15 21.999 0.026  0.888 0.037
1842  511.99 1378.77 22.002 0.023  0.856 0.034
1843  106.84  286.69 22.002 0.023  0.890 0.036
1844  293.81  913.62 22.002 0.024  0.991 0.038
1845  843.07  425.87 22.003 0.027  0.873 0.038
1846  844.47 1935.02 22.003 0.028  0.520 0.034
1847  111.86  933.26 22.004 0.022  0.863 0.035
1848  322.99  862.83 22.005 0.022  0.884 0.037
1849  835.16  755.60 22.008 0.025  0.841 0.038
1850  366.51  227.79 22.011 0.026  0.994 0.039
1851  496.69   54.07 22.011 0.022  0.825 0.034
1852  340.77  592.11 22.012 0.021  0.853 0.034
1853  916.72  281.11 22.012 0.022  0.833 0.036
1854  477.06   58.78 22.015 0.023  0.922 0.036
1855  986.54  408.90 22.015 0.022  0.873 0.035
1856   21.06  365.93 22.016 0.027  0.794 0.039
1857  149.03  696.06 22.019 0.023  0.906 0.038
1858 1191.75  341.01 22.020 0.031  0.858 0.041
1859  240.91  387.71 22.022 0.022  0.902 0.039
1860  675.20  610.30 22.023 0.023  0.828 0.039
1861  229.11  998.70 22.023 0.026  0.856 0.041
1862 1569.07  610.62 22.024 0.022  0.785 0.033
1863  212.01 1751.84 22.024 0.021  1.153 0.041
1864 1374.14  404.02 22.025 0.023  0.854 0.036
1865  222.10  641.28 22.025 0.022  0.823 0.033
1866 1848.49  654.07 22.027 0.036  1.014 0.061
1867  261.62  636.14 22.028 0.021  0.853 0.035
1868  303.41  358.36 22.031 0.023  0.951 0.041
1869   36.51  519.66 22.031 0.022  0.804 0.037
1870  308.84  233.90 22.032 0.024  0.762 0.036
1871  983.82  124.90 22.037 0.021  0.862 0.037
1872  232.26 1040.40 22.038 0.023  0.994 0.043
1873  138.51  212.65 22.039 0.023  0.931 0.036
1874  395.45  605.64 22.039 0.027  0.976 0.041
1875  334.73 1144.93 22.040 0.026  0.921 0.045
1876  508.04   20.18 22.040 0.024  1.318 0.048
1877  480.86   96.22 22.041 0.023  0.871 0.037
1878  686.60  937.85 22.044 0.024  0.781 0.038
1879   39.86  909.93 22.045 0.026  0.780 0.044
1880  810.97   10.00 22.048 0.025  0.892 0.038
1881 1079.75  182.56 22.049 0.024  0.868 0.038
1882 1943.63 1937.88 22.051 0.029  1.401 0.050
1883  474.88   11.00 22.055 0.025  0.755 0.038
1884  453.74  388.96 22.055 0.026  0.842 0.041
1885 1201.75 1675.90 22.055 0.024  0.834 0.035
1886  326.15  962.13 22.055 0.028  0.812 0.041
1887  107.61 1028.66 22.056 0.024  0.877 0.037
1888  605.58  649.37 22.056 0.028  0.809 0.041
1889  490.01  861.42 22.056 0.026  0.956 0.043
1890  373.96  605.80 22.058 0.023  0.841 0.037
1891  403.10  555.13 22.060 0.025  0.808 0.039
1892 1015.94 2046.12 22.062 0.045  0.797 0.066
1893   53.19 1686.83 22.063 0.023  0.912 0.036
1894 2013.46  631.67 22.063 0.021  0.853 0.034
1895  219.73  136.44 22.064 0.025  0.858 0.038
1896 1196.51  213.47 22.065 0.024  0.863 0.037
1897 1401.46 1281.32 22.066 0.024  0.812 0.039
1898  432.87 1049.75 22.066 0.024  0.783 0.039
1899 1880.71 1406.14 22.069 0.021  0.892 0.035
1900 1157.86   96.34 22.070 0.023  0.783 0.041
1901  875.94  662.73 22.074 0.022  0.680 0.035
1902  250.23  438.13 22.075 0.029  0.897 0.041
1903 1945.45 1413.27 22.075 0.022  0.392 0.028
1904 1126.39  722.23 22.076 0.024  0.876 0.041
1905  585.58 1036.94 22.077 0.023  0.878 0.047
1906  302.63 1057.28 22.078 0.020  0.843 0.036
1907 1266.12  611.34 22.078 0.027  0.836 0.042
1908  998.19 1665.93 22.079 0.023  0.864 0.034
1909  420.34   62.17 22.080 0.024  0.933 0.039
1910  302.38   32.70 22.082 0.027  0.888 0.043
1911  520.16  388.98 22.083 0.023  0.832 0.042
1912  597.16   61.79 22.084 0.025  0.941 0.047
1913  693.00 1057.47 22.086 0.023  1.012 0.052
1914  870.46   26.83 22.092 0.021  0.910 0.040
1915  477.30 1053.54 22.092 0.030  0.855 0.042
1916  672.43 1113.04 22.094 0.027  0.843 0.039
1917 1954.96  110.98 22.094 0.022  1.019 0.036
1918 1974.57 1967.57 22.095 0.023  0.862 0.034
1919 1981.34  745.31 22.095 0.023  0.417 0.030
1920 1296.24 1116.83 22.096 0.026  0.897 0.043
1921  654.02 1790.52 22.096 0.028  0.907 0.046
1922  201.85 1179.25 22.098 0.021  0.931 0.037
1923 1203.50  705.76 22.099 0.026  0.807 0.042
1924 1239.53 1505.82 22.100 0.027  0.945 0.043
1925  759.25  887.65 22.102 0.025  0.937 0.045
1926 1284.42  552.61 22.102 0.030  0.750 0.039
1927  975.69  780.21 22.103 0.027  0.847 0.047
1928 1501.41   77.81 22.106 0.023  0.773 0.033
1929 1187.72  606.94 22.108 0.028  0.847 0.044
1930  969.41  693.60 22.109 0.024  0.864 0.050
1931  647.35 1125.76 22.110 0.026  0.753 0.044
1932   60.77  544.65 22.110 0.023  0.838 0.041
1933  392.36  481.80 22.112 0.030  0.725 0.046
1934  742.14 1324.46 22.112 0.026  0.858 0.042
1935  139.45  111.32 22.112 0.023  0.851 0.037
1936   58.21  169.62 22.113 0.023  0.898 0.045
1937  200.71   48.08 22.115 0.020  0.830 0.034
1938 1757.18  754.55 22.119 0.024  0.730 0.043
1939  553.49  171.34 22.120 0.023  0.878 0.038
1940  917.80  791.97 22.123 0.024  0.798 0.037
1941  130.06  459.41 22.124 0.026  0.655 0.046
1942  339.40 1205.37 22.125 0.025  0.777 0.037
1943   25.40  148.96 22.125 0.025  0.992 0.046
1944   59.41  294.73 22.125 0.024  0.801 0.038
1945   54.35 1013.39 22.128 0.028  1.018 0.046
1946  540.33  576.93 22.129 0.030  0.615 0.043
1947 1049.16 1820.65 22.131 0.029  0.888 0.040
1948  298.80  684.29 22.131 0.025  0.884 0.040
1949  808.68  743.47 22.131 0.024  0.936 0.047
1950  569.87  810.32 22.133 0.025  0.819 0.043
1951   86.08 1069.05 22.134 0.023  0.908 0.042
1952  202.26  493.84 22.135 0.027  0.858 0.043
1953  467.17  903.67 22.137 0.027  0.779 0.041
1954 1505.45   44.68 22.138 0.023  0.914 0.039
1955  233.71 1311.78 22.143 0.025  0.861 0.036
1956  288.37 1240.20 22.144 0.030  1.010 0.046
1957  415.93  116.56 22.145 0.025  1.032 0.041
1958  526.75  294.08 22.147 0.026  0.868 0.043
1959  534.15  263.26 22.150 0.023  0.927 0.040
1960   95.74 1274.02 22.154 0.025  0.846 0.038
1961 1696.20  364.41 22.154 0.030  0.920 0.046
1962  843.91  590.62 22.155 0.026  0.749 0.043
1963  728.56 1039.46 22.156 0.027  0.835 0.042
1964 1152.75 1413.99 22.157 0.028  1.000 0.044
1965  216.18  221.88 22.159 0.024  0.852 0.037
1966 1004.68  315.06 22.161 0.023  0.815 0.037
1967  181.62 1160.63 22.161 0.023  0.878 0.039
1968  722.91  762.33 22.163 0.027  0.914 0.046
1969  645.02 1543.49 22.164 0.026  0.925 0.041
1970  423.11  450.30 22.166 0.027  0.913 0.041
1971 1397.24   26.54 22.166 0.033  0.975 0.051
1972 1146.10  551.47 22.167 0.025  0.793 0.040
1973  950.95 1214.61 22.180 0.032  0.872 0.054
1974   48.59 1335.31 22.182 0.030  0.933 0.042
1975  485.80  173.80 22.183 0.024  0.873 0.043
1976  581.21 1192.10 22.183 0.026  0.861 0.044
1977  168.43 1112.05 22.187 0.022  0.892 0.040
1978 1812.19 1015.80 22.188 0.027  0.877 0.041
1979  322.32  949.10 22.188 0.026  0.969 0.043
1980 1775.68  952.32 22.190 0.025  0.901 0.042
1981  559.09  107.16 22.190 0.027  0.947 0.043
1982 1984.25  287.93 22.192 0.024  0.903 0.038
1983  114.92  997.22 22.194 0.027  0.870 0.040
1984  711.76 1706.84 22.195 0.024  0.928 0.043
1985 1237.39 1524.78 22.195 0.029  0.871 0.043
1986  213.31  318.99 22.196 0.027  0.957 0.046
1987  616.72  847.86 22.200 0.026  0.728 0.039
1988  113.02  628.77 22.203 0.029  0.931 0.046
1989  396.18  991.79 22.203 0.030  0.879 0.047
1990  143.34 1207.65 22.205 0.025  0.819 0.041
1991    8.38 1050.18 22.205 0.034  0.869 0.048
1992  396.95  374.38 22.206 0.029  0.919 0.048
1993  372.67  421.65 22.207 0.029  0.953 0.048
1994 1340.05 1613.76 22.207 0.030  0.859 0.043
1995  174.92  696.38 22.208 0.028  0.888 0.042
1996  174.41  170.22 22.209 0.026  0.923 0.043
1997  416.09 1755.43 22.211 0.026  1.145 0.047
1998  195.49  349.75 22.211 0.024  0.855 0.040
1999 1082.03   18.29 22.212 0.032  0.817 0.048
2000  782.21  506.58 22.212 0.026  0.824 0.042
2001  522.37  173.43 22.215 0.025  0.893 0.043
2002 1080.54  874.49 22.218 0.030  0.988 0.056
2003 1036.70  237.72 22.218 0.032  0.785 0.044
2004  181.09  769.23 22.219 0.027  0.829 0.040
2005   62.57   31.95 22.220 0.028  0.714 0.044
2006 1575.00 1197.72 22.221 0.026  0.847 0.050
2007   15.84   93.21 22.221 0.032  0.829 0.049
2008  609.39  333.38 22.226 0.032  0.832 0.054
2009  642.77  933.46 22.229 0.032  0.872 0.053
2010  292.00   99.05 22.230 0.027  0.916 0.043
2011  954.30  918.70 22.231 0.029  0.925 0.053
2012  221.60  499.55 22.231 0.025  0.942 0.046
2013  591.59  438.63 22.232 0.026  0.795 0.046
2014   51.87  983.23 22.233 0.025  0.925 0.043
2015 1474.45  238.65 22.234 0.042  0.760 0.054
2016 1880.59  792.41 22.234 0.026  0.828 0.041
2017  454.95  832.08 22.234 0.030  0.860 0.049
2018  297.80  373.79 22.235 0.030  1.107 0.050
2019  377.42  585.66 22.236 0.031  0.963 0.050
2020  466.09  537.83 22.239 0.028  0.817 0.047
2021  271.26   41.10 22.240 0.028  0.913 0.050
2022  401.43  663.77 22.242 0.025  0.905 0.049
2023  905.65  154.96 22.243 0.032  0.888 0.045
2024  563.45  374.17 22.247 0.026  0.859 0.050
2025   28.12 1637.44 22.247 0.030  0.939 0.044
2026  680.36  903.69 22.251 0.028  0.815 0.049
