# ID  X      Y        V        unc_V    B      unc_B  I        unc_I   X_     E
3109  480.80  724.80  18.077   0.007  18.778   0.005  17.155   0.009   0.818  -0.382
3110 2101.11  908.04  18.055   0.015  18.774   0.009  17.187   0.018   0.866   0.381
3111  799.55  776.45  18.101   0.008  18.794   0.005  17.115   0.009   0.856   0.489
3112 1847.28  531.74  18.074   0.008  18.737   0.005  17.205   0.011   0.861   0.272
3113 1577.01 1852.65  18.084   0.008  18.716   0.005  17.217   0.010   0.836  -0.056
3114  813.04 1341.51  18.080   0.007  18.742   0.005  17.193   0.009   0.827  -0.117
3115  749.71 1152.32  18.094   0.007  18.752   0.005  17.170   0.009   0.826   0.041
3116 1380.23  568.43  18.063   0.008  18.778   0.005  17.175   0.010   0.876   0.525
3117 2205.17 1418.92  18.062   0.015  18.790   0.010  17.168   0.019   0.863  -0.289
3118   14.03 1724.08  18.087   0.011  18.724   0.007  17.219   0.015   0.828  -0.193
3119  905.71 1079.88  18.085   0.009  18.738   0.006  17.201   0.011   0.861   0.100
3120 2025.96  230.03  18.078   0.011  18.774   0.007  17.171   0.013   0.861   0.216
3121 1601.52  963.92  18.069   0.002  18.779   0.002  17.177   0.010   0.858   0.043
3122 1410.85 1533.66  18.088   0.008  18.741   0.005  17.198   0.010   0.830  -0.108
3123 1096.39  815.52  18.044   0.010  18.700   0.007  17.290   0.012   1.076   1.277
3124  586.82 1415.20  18.096   0.007  18.727   0.004  17.206   0.009   0.824   0.131
3125  285.29 1573.24  18.085   0.007  18.703   0.005  17.246   0.010   0.834   0.167
3126 1815.16 1058.44  18.088   0.008  18.758   0.005  17.184   0.010   0.838  -0.167
3127 1151.77  858.67  17.996   0.008  18.628   0.005  17.430   0.012   0.885  -0.182
3128  861.12  715.49  18.101   0.008  18.796   0.005  17.132   0.009   0.837  -0.273
3129 1552.69  145.54  18.094   0.008  18.815   0.005  17.120   0.009   0.840  -0.002
3130 1743.16  382.46  18.102   0.008  18.732   0.005  17.201   0.010   0.833  -0.026
3131 1436.06 1088.45  18.091   0.008  18.781   0.005  17.162   0.010   0.838   0.284
3132 1216.91  722.20  18.109   0.008  18.697   0.005  17.235   0.010   0.861  -0.763
3133 1000.14 1089.01  18.090   0.008  18.803   0.005  17.141   0.009   0.880   0.778
3134  805.00 1420.17  18.085   0.007  18.731   0.005  17.223   0.009   0.819  -0.110
3135  385.53 1897.25  18.084   0.008  18.720   0.005  17.239   0.011   0.831  -0.042
3136 1466.72 1442.87  18.092   0.008  18.805   0.005  17.138   0.009   0.819   0.041
3137 1133.40 1207.38  18.073   0.007  18.756   0.005  17.211   0.010   0.841  -0.334
3138 1082.62 1331.36  18.085   0.007  18.789   0.005  17.163   0.009   0.849   0.432
3139  103.47  612.69  18.083   0.009  18.759   0.006  17.199   0.012   0.822  -0.038
3140 1244.01  745.48  18.089   0.009  18.729   0.006  17.224   0.010   0.870  -0.075
3141 1691.17  318.23  18.086   0.008  18.780   0.005  17.173   0.009   0.832  -0.204
3142  708.17 1732.65  18.105   0.008  18.751   0.005  17.185   0.010   0.928   1.617
3143 1653.99 1451.87  18.097   0.008  18.819   0.005  17.122   0.009   0.841   0.141
3144 1960.49  573.08  18.111   0.009  18.699   0.005  17.238   0.011   0.835  -0.268
3145  485.18  283.18  18.054   0.007  19.051   0.006  16.932   0.007   0.820  -0.095
3146  944.74  319.83  18.110   0.007  18.740   0.005  17.193   0.009   0.834   0.000
3147 1192.39 1657.24  18.096   0.007  18.732   0.005  17.217   0.009   0.822  -0.104
3148 1186.62 1079.52  18.071   0.007  18.779   0.005  17.195   0.010   0.827  -0.068
3149  817.85  694.12  18.128   0.008  18.767   0.005  17.149   0.010   0.887   0.361
3150 1218.12  603.58  18.095   0.009  18.720   0.006  17.233   0.010   0.901   0.593
3151  -26.94  768.97  18.106   0.015  18.754   0.009  17.196   0.020   0.815   0.189
3152 1345.27  970.58  18.020   0.103                  17.156   0.011   1.040   1.975
3153  761.70 1538.28  18.092   0.007  18.709   0.005  17.251   0.010   0.828  -0.039
3154  943.93 1050.69  18.091   0.008  18.744   0.006  17.216   0.010   0.896   0.886
3155 2004.07   69.22  18.098   0.009  18.863   0.007  17.082   0.011   0.854  -0.316
3156 1256.06  580.96  18.085   0.008  18.729   0.005  17.239   0.010   0.855  -0.412
3157  997.40  562.94  18.089   0.008  18.776   0.005  17.185   0.010   0.863   0.248
3158  919.69  597.63  18.110   0.008  18.820   0.005  17.118   0.009   0.846   0.131
3159 1063.47  933.29  18.198   0.009  18.705   0.006                   0.903   0.521
3160  716.34  441.02  17.870   0.010  19.249   0.008  16.923   0.008   0.839  -0.009
3161  918.78  949.49  18.115   0.058  18.693   0.002  17.257   0.002   0.872   0.377
3162  743.28 1745.07  18.101   0.007  18.713   0.005  17.244   0.010   0.825  -0.159
3163 1343.70 1269.21  18.094   0.008  18.812   0.005  17.146   0.009   0.828  -0.001
3164  810.85  917.26  18.092   0.006  18.777   0.007  17.184   0.007   0.854   0.374
3165 1556.38  502.08  18.093   0.008  18.764   0.006  17.200   0.010   0.889   0.901
3166 1479.13 1211.66  18.105   0.007  18.801   0.005  17.150   0.009   0.825  -0.078
3167  981.76  641.34  18.110   0.008  18.755   0.005  17.195   0.009   0.834   0.154
3168 1604.62 1180.66  18.090   0.008  18.880   0.006  17.085   0.009   0.840   0.048
3169 1362.06  520.78  18.111   0.008  18.741   0.005  17.210   0.009   0.827  -0.290
3170 2074.55  809.81  18.089   0.014  18.752   0.009  17.229   0.017   0.841   0.017
3171  721.09 1589.82  18.096   0.007  18.735   0.005  17.232   0.009   0.821   0.264
3172  629.48  573.40  18.092   0.007  18.777   0.005  17.192   0.009   0.838   0.047
3173 1290.81  281.79  18.093   0.008  18.804   0.005  17.164   0.009   0.826  -0.180
3174 1126.88  594.45  18.136   0.009  18.798   0.007  17.126   0.012   1.108   2.554
3175 1046.93 1076.11  18.353   0.009  18.697   0.005  17.020   0.008   0.839   0.067
3176 1704.44  611.73  18.077   0.014  18.722   0.009  17.282   0.017   0.902  -0.420
3177 1351.19  922.04  18.154   0.070  18.793   0.048  17.136   0.059   0.856  -0.469
3178 1398.72 1243.18  18.114   0.008  18.801   0.005  17.150   0.009   0.828  -0.360
3179 1329.07 1040.14  18.108   0.008  18.779   0.005  17.181   0.010   0.857   0.178
3180  604.08 1235.50  18.097   0.007  18.786   0.005  17.186   0.009   0.823  -0.018
3181 1332.08  733.42  17.994   0.009  19.029   0.006  17.033   0.010   0.968   1.414
3182 1576.36  628.05  18.093   0.008  18.681   0.005  17.308   0.011   0.827  -0.174
3183  556.05  815.14  18.136   0.008  18.744   0.005  17.194   0.009   0.810  -0.213
3184 1248.52  518.84  18.147   0.009  18.850   0.007  17.075   0.010   0.962   0.586
3185 1237.19  365.13  18.078   0.008  18.850   0.005  17.145   0.009   0.889   1.144
3186 1496.42  267.87  18.129   0.008  18.830   0.005  17.116   0.009   0.835  -0.193
3187  820.70 1121.25  18.095   0.007  18.712   0.005  17.278   0.010   0.834  -0.407
3188  999.04 1197.61  18.126   0.007  18.795   0.005  17.157   0.009   0.829  -0.054
3189  752.57 1100.53  18.106   0.009  18.856   0.007  17.113   0.011   0.888   0.145
3190 1478.74 1140.69  18.116   0.008  18.802   0.005  17.161   0.009   0.834   0.102
3191 1520.04  791.55  18.156   0.013  18.808   0.008  17.117   0.014   0.871  -0.341
3192 2067.18  701.75  18.099   0.013  18.747   0.008  17.251   0.017   0.864  -0.157
3193 1240.40  455.97  18.091   0.008  18.819   0.005  17.174   0.010   0.875   0.698
3194 1273.00  783.29  18.107   0.008  18.771   0.005  17.209   0.010   0.876   0.631
3195 1314.71  886.63  18.037   0.082  18.823   0.006  17.179   0.087   0.864   0.262
3196 1255.18  694.77  18.110   0.009  18.771   0.006  17.208   0.011   0.944   0.933
3197  827.74  222.90  18.122   0.008  18.803   0.005  17.161   0.009   0.834  -0.067
3198  295.75 1035.33  18.103   0.007  18.773   0.005  17.215   0.009   0.820   0.129
3199 1081.38  445.41  18.080   0.008  18.847   0.005  17.161   0.009   0.874   0.199
3200 1453.19  798.05  18.142   0.010  18.957   0.007  16.981   0.011   1.044   1.275
3201 2033.31  478.52  18.117   0.012  18.777   0.007  17.203   0.014   0.863  -0.003
3202  958.18  600.40  18.111   0.007  18.805   0.005  17.177   0.009   0.842  -0.126
3203 1401.70  502.84  18.132   0.008  18.764   0.005  17.199   0.009   0.825   0.094
3204  286.54 1357.07  18.099   0.007  18.754   0.005  17.245   0.010   0.819  -0.022
3205  956.57  772.76  18.121   0.009  18.739   0.006  17.239   0.011   0.942   1.589
3206 2187.08 1091.38  18.096   0.016  18.866   0.010  17.121   0.019   0.881  -0.348
3207  942.79  722.50  18.105   0.009  18.849   0.007  17.138   0.011   0.980   1.144
3208 1091.82 1110.11  18.122   0.007  18.761   0.005  17.214   0.009   0.829  -0.234
3209 1316.74 1216.80  18.115   0.009                  17.161   0.012   1.013   2.278
3210 1083.27 1166.17  18.115   0.008  18.795   0.005  17.187   0.009   0.845  -0.240
3211 1383.46  920.97  18.115   0.010  18.820   0.001  17.161   0.007   0.838  -0.156
3212 1856.76  629.70  18.116   0.009  18.728   0.005  17.262   0.011   0.838  -0.226
3213  907.26  179.16  18.100   0.009  19.336   0.009  16.677   0.007   0.844   0.023
3214  450.90 1613.36  18.108   0.007  18.719   0.005  17.279   0.010   0.834   0.293
3215  806.15  476.83  18.116   0.007  18.784   0.005  17.201   0.009   0.836  -0.453
3216 2101.49  906.74  18.122   0.017  18.782   0.011  17.207   0.022   0.863   0.142
3217 1068.81  655.26  18.116   0.008  18.814   0.006  17.171   0.010   0.905   0.675
3218 1075.92 1534.27  18.119   0.007  18.770   0.005  17.215   0.009   0.826   0.220
3219 1784.36 1313.78  18.135   0.009  18.801   0.005  17.167   0.010   0.836  -0.218
3220 1445.08 1667.65  18.149   0.008  18.856   0.006  17.095   0.009   0.825  -0.096
3221  798.90  606.18  18.119   0.008  18.775   0.005  17.212   0.010   0.869   0.492
3222  471.69  206.30  18.120   0.007  18.827   0.005  17.156   0.009   0.826  -0.205
3223 1177.25  889.73  18.143   0.069  18.816   0.025  17.152   0.103   0.995   0.718
3224 1422.06 1718.45  18.104   0.008  18.789   0.005  17.215   0.010   0.828  -0.135
3225 1393.15  800.83  18.118   0.008  18.820   0.005  17.168   0.009   0.842  -0.069
3226 1139.72  450.27  18.113   0.007  18.618   0.004  17.398   0.011   0.836  -0.849
3227 1335.07  779.90  18.156   0.009  18.712   0.008  17.245   0.011   1.005   1.162
3228 1053.93  808.13  18.128   0.009  18.777   0.006  17.208   0.011   0.932   0.695
3229 1275.15  469.79  18.021   0.008  18.674   0.005  17.434   0.011   0.905   0.624
3230  904.50  349.55  18.079   0.008  19.100   0.007  16.927   0.008   0.906   0.965
3231 1911.08 1138.66  18.109   0.009  18.825   0.006  17.177   0.011   0.845   0.098
3232 1612.73 1764.42  18.104   0.008  18.788   0.005  17.222   0.010   0.832  -0.119
3233 1455.47  212.07  18.123   0.008  18.847   0.005  17.140   0.009   0.850   0.688
3234  789.89 1708.29  18.106   0.007  18.759   0.005  17.253   0.010   0.822  -0.024
3235  998.78  603.21  18.115   0.008  18.804   0.005  17.197   0.010   0.893   0.704
3236 1215.15 1429.67  18.123   0.008  18.832   0.005  17.159   0.009   0.840   0.405
3237  187.00 1034.05  18.085   0.008  19.085   0.007  16.941   0.008   0.822   0.429
3238 1193.93  698.10  18.131   0.009  18.801   0.006  17.185   0.010   0.888   0.407
3239 1123.43 1148.95  18.125   0.020  18.880   0.013  17.096   0.023   1.007   0.015
3240 2105.13 1000.17  18.099   0.017  18.767   0.010  17.273   0.021   0.854  -0.218
3241  632.31  859.92  18.121   0.008  18.734   0.005  17.272   0.010   0.838  -0.206
3242 1654.04   26.75  18.125   0.008  18.821   0.005  17.176   0.010   0.846   0.134
3243  890.17 1005.21  18.162   0.040  19.028   0.057  17.105   0.010   0.869  -0.496
3244  777.95  566.25  18.227   0.009  18.319   0.004  17.656   0.014   0.829  -0.295
3245 1226.82  535.66  18.120   0.008  18.740   0.005  17.270   0.010   0.863  -0.011
3246  888.76  134.05  18.116   0.007  18.801   0.005  17.209   0.009   0.813  -0.163
3247  804.58  517.19  18.135   0.008  18.818   0.005  17.173   0.009   0.858   0.527
3248 1464.37  601.52  18.129   0.008  18.820   0.005  17.177   0.009   0.832  -0.241
3249 1085.87  813.28  18.116   0.009  18.771   0.006  17.244   0.011   0.901   0.187
3250 1504.74 1532.05  18.130   0.008  18.855   0.005  17.140   0.009   0.815  -0.286
3251 1185.85  597.16  18.191   0.015  18.746   0.010  17.202   0.017   0.905  -0.866
3252 1254.52 1711.76  18.118   0.008  18.751   0.005  17.266   0.010   0.823  -0.144
3253 1006.82  575.60  18.132   0.008  18.801   0.005  17.199   0.009   0.846  -0.035
3254  598.00 1437.81  18.133   0.007  18.739   0.005  17.265   0.010   0.827   0.273
3255 1333.74  369.80  18.123   0.008  18.787   0.005  17.224   0.010   0.871   0.472
3256 1015.05  851.53  18.107   0.009  18.746   0.006  17.291   0.012   0.927   0.747
3257 1032.17 1516.39  18.108   0.007  18.935   0.005  17.086   0.009   0.831  -0.067
3258   50.24  366.40  19.028   0.020                  16.501   0.007   0.845   0.867
3259 2200.38  274.70  18.117   0.017  18.733   0.010  17.325   0.023   0.867   0.248
3260 1014.81  837.29  18.122   0.009  18.739   0.005  17.285   0.011   0.871  -0.047
3261 1389.65  666.11  18.112   0.008  18.794   0.006  17.234   0.010   0.831  -0.248
3262 1703.31  790.25  18.124   0.008  18.786   0.005  17.232   0.010   0.841   0.162
3263 1234.47 1046.86  18.145   0.008  18.839   0.005  17.154   0.009   0.851   0.540
3264 1545.45 1267.91  18.152   0.008  18.856   0.005  17.131   0.009   0.828  -0.213
3265 1334.41  573.95  18.123   0.008  18.774   0.005  17.249   0.010   0.871   0.320
3266  739.11 1294.13  18.137   0.008  18.861   0.005  17.141   0.011   0.928   1.204
3267 2105.72  998.94  18.114   0.015  18.787   0.009  17.257   0.020   0.858  -0.311
3268  743.28 1109.15  18.129   0.011  18.905   0.008  17.102   0.013   0.959   0.890
3269 1219.30  594.46  18.111   0.009  18.748   0.006  17.294   0.012   0.915   0.939
3270 1067.38  968.20  18.116   0.002  18.838   0.005  17.208   0.045   1.026   1.661
3271 1308.17  866.55                  19.050   0.007  16.949   0.012   1.031   1.225
3272 1024.89   96.34  18.121   0.008  18.869   0.005  17.154   0.009   0.849   0.365
3273 1470.23  810.76  18.121   0.008  18.757   0.005  17.274   0.010   0.843   0.080
3274 1547.03  895.04                  18.736   0.005  17.292   0.011   0.848  -0.010
3275 1697.46  593.23  18.106   0.008  18.853   0.006  17.191   0.010   0.882   0.868
3276  205.37 1452.46  18.133   0.008  18.775   0.005  17.247   0.010   0.829   0.181
3277 1253.31  945.44  18.132   0.000  18.775   0.004  17.246   0.007   0.892   0.703
3278 1216.06  666.94  18.085   0.009  18.840   0.006  17.227   0.010   0.903   0.657
3279  523.66  411.55  18.144   0.008  18.802   0.005  17.208   0.009   0.824   0.080
3280  955.98  305.43  18.137   0.008  18.817   0.005  17.200   0.009   0.832  -0.324
3281 1101.23  762.47  18.137   0.009  18.731   0.006  17.296   0.012   0.973   1.445
3282 1186.17  513.21  18.102   0.010  18.843   0.007  17.209   0.012   1.065   2.723
3283  156.87 1126.07  18.130   0.010  18.755   0.006  17.277   0.012   0.834  -0.226
3284 1607.59  934.21  18.131   0.016  18.750   0.010  17.266   0.004   0.844  -0.415
3285 1253.31  689.17  18.115   0.009  18.759   0.006  17.289   0.011   0.920   0.847
3286 1057.06 1422.11  18.136   0.007  18.809   0.005  17.213   0.009   0.826   0.016
3287  815.15  963.27  18.140   0.002  18.782   0.015  17.225   0.005   0.838  -0.106
3288 1385.03  883.55  18.128   0.008  18.783   0.005  17.252   0.010   0.843   0.221
3289 1041.53 1441.81  18.150   0.008  18.778   0.005  17.236   0.010   0.839   0.148
3290  866.71 1196.61  18.123   0.008  18.774   0.005  17.270   0.010   0.829  -0.169
3291  254.16 1369.08  18.128   0.007  18.759   0.005  17.282   0.010   0.819  -0.043
3292 1135.51  999.59  18.139   0.038  18.792   0.083  17.194   0.017   0.847   0.001
3293  810.64  736.69  18.242   0.013  18.956   0.009  16.947   0.015   1.219   1.155
3294 1731.12 1363.18  17.991   0.008  19.216   0.007  16.946   0.010   0.917   1.055
3295 1806.82  968.51  18.100   0.009  18.841   0.006  17.229   0.013   0.901   0.797
3296 1150.50 1136.54  18.154   0.010  18.788   0.006  17.232   0.012   0.861  -0.734
3297 1749.62  594.31  18.144   0.009  18.789   0.005  17.240   0.010   0.850   0.224
3298  234.70 1037.82  18.114   0.007  18.810   0.005  17.249   0.010   0.831  -0.182
3299  577.41 1247.57  18.117   0.007  18.766   0.005  17.295   0.010   0.823  -0.166
3300 1055.50  589.19  18.146   0.008  18.763   0.005  17.269   0.010   0.855  -0.529
3301 1183.22  884.94  18.167   0.049  18.825   0.000  17.343   0.115   0.983   1.225
3302 2204.20 1656.55  18.566   0.023  20.287   0.030  16.085   0.008   0.861  -0.175
3303  766.90  909.00  18.134   0.006  18.775   0.015  17.254   0.007   0.835  -0.149
3304 1014.90  735.64  18.156   0.013  18.847   0.010  17.170   0.014   0.898  -0.500
3305 1042.26  631.79  18.143   0.008  18.768   0.006  17.268   0.010   0.871   0.547
3306  281.94 1616.63  18.142   0.008  18.768   0.005  17.272   0.010   0.807  -0.127
3307 1039.88 1528.24  18.122   0.007  18.773   0.005  17.288   0.010   0.831  -0.212
3308  584.06 1109.70  18.134   0.007  18.769   0.005  17.281   0.010   0.833   0.041
3309  351.77  678.29  18.122   0.008  18.809   0.006  17.250   0.010   0.881   0.581
3310 1108.69  709.54  18.145   0.009  18.749   0.006  17.292   0.011   0.905   0.433
3311  897.92  803.39  18.122   0.009  18.818   0.006  17.242   0.011   0.938   1.396
3312  406.72 1323.53  18.127   0.007  18.736   0.005  17.325   0.010   0.820  -0.298
3313 1223.85  110.51  18.135   0.008  18.800   0.005  17.248   0.009   0.827  -0.139
3314  884.71  845.77  18.134   0.008  18.807   0.005  17.243   0.010   0.862  -0.015
3315 1137.64  623.88  18.108   0.009  18.794   0.005  17.285   0.010   0.855   0.249
3316  963.71  217.98  18.143   0.008  18.803   0.005  17.240   0.009   0.841  -0.232
3317 1255.29  536.50  18.146   0.008  18.804   0.005  17.237   0.010   0.848   0.267
3318 1441.58  921.80  18.152   0.006  18.793   0.015  17.235   0.009   0.838  -0.239
3319  938.77  611.83  18.136   0.009  18.919   0.007  17.129   0.010   0.949   1.009
3320 1782.92  369.39  18.168   0.009  18.758   0.005  17.269   0.011   0.834  -0.174
3321  609.79 1121.63  18.139   0.008  18.756   0.005  17.300   0.010   0.831  -0.251
3322 1397.69 1329.52  18.148   0.008  18.871   0.006  17.168   0.010   0.880   0.517
