# ID  X      Y        V        unc_V    B      unc_B  I        unc_I   X_     E
7865 1193.19 1128.27  19.096   0.019  19.820   0.012  18.144   0.022   0.877   1.328
7866  337.72  731.79  19.098   0.017  19.777   0.011  18.198   0.021   0.813  -0.417
7867  223.90  366.40  19.035   0.017  19.870   0.012  18.151   0.020   0.849   0.917
7868  741.83  509.04  19.133   0.017  19.758   0.011  18.183   0.020   0.815  -0.374
7869 1418.84  186.52  19.116   0.018  19.843   0.012  18.097   0.020   0.847   0.568
7870 1432.14  920.44  19.119   0.008  19.823   0.014  18.126   0.004   0.822  -0.528
7871 1125.88  611.76  19.140   0.019  19.683   0.011  18.283   0.023   0.852  -1.501
7872  623.80 1278.80  19.098   0.016  19.779   0.011  18.197   0.021   0.816  -0.521
7873  701.92  253.75  19.140   0.018  19.874   0.012  18.041   0.018   0.831  -0.104
7874  528.62 1059.46  19.114   0.017  19.798   0.011  18.155   0.020   0.820  -0.303
7875 1145.97  952.68  19.170   0.036  19.767   0.008  18.208   0.068   0.847   0.002
7876 1284.97 1307.32  19.139   0.018  19.775   0.012  18.157   0.021   0.854   0.677
7877  645.82  551.72  19.115   0.017  19.815   0.011  18.134   0.019   0.814  -0.325
7878 1464.86 1211.08  19.103   0.018  19.923   0.013  18.018   0.020   0.854   0.262
7879  184.82  -13.19  19.075   0.030  19.921   0.021  18.029   0.032   0.841  -0.188
7880  642.86  891.91  19.103   0.003  19.898   0.012  18.050   0.019   0.833  -0.171
7881 1793.52  716.63  19.108   0.019  19.730   0.011  18.262   0.024   0.823  -0.744
7882 1237.97  104.42  19.110   0.018  19.793   0.011  18.170   0.020   0.819  -0.837
7883  841.34  491.80  19.064   0.017  19.892   0.012  18.102   0.019   0.844   0.117
7884 1613.51 1877.15  19.048   0.020  19.857   0.013                   0.889   1.786
7885  909.55 1414.17  19.170   0.018  19.748   0.011  18.167   0.021   0.820  -0.078
7886  860.37  656.59  19.134   0.018  19.773   0.011  18.175   0.021   0.829  -1.016
7887 1037.02  620.32  19.097   0.019  19.776   0.013  18.213   0.023   0.877   0.520
7888  523.80  709.24  19.120   0.018  19.790   0.011  18.169   0.021   0.824  -0.139
7889 1337.01 1193.60  19.140   0.018  19.809   0.011  18.124   0.021   0.823  -0.937
7890 1027.80 1043.00  19.125   0.018  19.767   0.011  18.196   0.022   0.828  -1.035
7891  722.58  544.93  19.113   0.018  19.810   0.011  18.153   0.020   0.818  -0.176
7892  119.27   68.34  19.123   0.021  19.866   0.014  18.071   0.023   0.812  -0.265
7893 1057.37 1008.83  19.094   0.042  19.722   0.059  18.236   0.047   0.870  -0.139
7894 1176.30  746.78  19.140   0.020  19.772   0.013  18.174   0.024   0.868  -1.701
7895  880.36  718.40  19.144   0.018  19.776   0.012  18.163   0.021   0.842   0.417
7896  872.89  366.43  19.117   0.018  19.849   0.012  18.104   0.019   0.826   0.099
7897 1322.50 1338.99  19.183   0.019  19.872   0.012  18.012   0.019   0.824  -0.473
7898  326.49 1394.18  19.100   0.017  19.836   0.011  18.138   0.021   0.825   0.115
7899 1744.80 1325.22  19.072   0.019  19.943   0.013  18.037   0.021   0.829  -0.470
7900 1684.55  124.33  19.148   0.020  19.801   0.013  18.133   0.021   0.858   1.213
7901  755.24 1142.03  19.082   0.018  19.808   0.012  18.196   0.023   0.903   1.547
7902  842.23  795.16  19.108   0.018  19.820   0.012  18.152   0.022   0.867   0.986
7903 1599.55  385.59  19.132   0.019  19.837   0.012  18.106   0.021   0.849   0.847
7904 1320.58  424.36  19.125   0.018  19.876   0.013  18.071   0.019   0.841   0.696
7905 1214.73  589.77  19.081   0.019  19.838   0.014  18.163   0.022   0.861  -0.638
7906 1063.42  581.83  19.147   0.019  19.775   0.012  18.172   0.021   0.853  -1.032
7907 1725.28  433.41  19.100   0.019  19.812   0.012  18.176   0.023   0.822  -0.299
7908 1040.33 1908.11  19.075   0.022  19.840   0.014  18.166   0.027   0.845   1.031
7909  490.86 1506.32  19.134   0.017  19.751   0.011  18.222   0.023   0.828  -0.418
7910 1257.47  607.26  19.214   0.031  19.741   0.020                   1.083   0.016
7911 1612.31  286.81  19.119   0.019  19.775   0.011  18.208   0.023   0.827  -1.153
7912 1403.37 1134.01  19.011   0.017  19.905   0.013                   0.853   1.275
7913 1802.47  336.29  19.123   0.021  19.805   0.013                   0.841  -0.175
7914  850.03  755.29  19.113   0.019  19.813   0.012                   0.881   1.502
7915 1111.66  207.48  19.114   0.018  19.834   0.011  18.137   0.020   0.824  -0.150
7916 1402.16 1692.70  19.092   0.018  19.838   0.013  18.156   0.022   0.870   1.950
7917  830.11  989.05  19.119   0.029  19.882   0.028  18.117   0.011   0.846   0.664
7918 1822.83 1906.95  19.121   0.025  19.808   0.015                   0.841   0.049
7919  959.93  856.72  19.100   0.020  19.879   0.014  18.095   0.023   0.911   1.407
7920 1173.59  485.18  19.114   0.019  19.813   0.013                   0.918   2.636
7921 1130.32 1022.04  19.133   0.019  19.770   0.012  18.201   0.023   0.834   0.057
7922 1345.05  874.07  19.115   0.019  19.787   0.013  18.198   0.023   0.837   0.038
7923  593.15  825.74  19.127   0.018  19.809   0.011  18.157   0.021   0.825  -0.493
7924 1787.07 1204.66  19.120   0.020  19.819   0.013  18.152   0.023   0.828  -0.377
7925 1061.67  640.00  19.238   0.031                  18.055   0.026   0.888   0.344
7926 1149.83 1023.44  19.128   0.014  19.803   0.002  18.164   0.036   0.887  -0.616
7927  530.32  738.96  19.108   0.018  19.801   0.011  18.189   0.021   0.826  -0.491
7928  924.09  911.98  19.124   0.068  19.767   0.032  18.197   0.019   0.845  -0.972
7929  724.92  927.25  19.134   0.054  19.816   0.004  18.158   0.043   0.823  -0.356
7930 1133.82  508.15  19.121   0.018  19.789   0.011  18.194   0.021   0.836  -0.738
7931  569.98 1216.54  19.106   0.017  19.840   0.011  18.147   0.020   0.813   0.082
7932  400.98 1525.92  19.105   0.017  19.788   0.011  18.216   0.022   0.818  -0.313
7933  879.01 1735.76  19.143   0.017  19.777   0.011  18.187   0.021   0.812  -0.182
7934 1096.30  516.80  18.844   0.016  20.075   0.014                   0.880   0.935
7935 1088.45 1518.70  19.116   0.017  19.795   0.011  18.195   0.021   0.829   0.574
7936 1370.91  163.01  19.144   0.018  19.784   0.011  18.180   0.021   0.830  -0.196
7937 1281.45 1643.16  19.120   0.017  19.813   0.011  18.170   0.021   0.825   0.003
7938  769.36  607.84  19.141   0.018  19.812   0.011  18.151   0.020   0.818  -0.815
7939  873.50 1147.97  19.128   0.017  19.760   0.011  18.234   0.022   0.840   0.151
7940 2056.11 1679.75  19.092   0.027  19.870   0.020  18.120   0.035   0.878   1.672
7941 1673.39  998.41  19.124   0.006  19.776   0.012  18.205   0.014   0.836  -0.141
7942 2083.34 1402.89  19.180   0.031  19.765   0.019  18.189   0.038   0.842  -0.226
7943 1519.61 1130.68  19.127   0.019  19.801   0.012  18.184   0.022   0.832  -0.064
7944 1387.06  811.88  19.216   0.022  19.837   0.014  18.051   0.022   0.865  -0.482
7945 1778.28   69.28  19.117   0.020  19.846   0.012  18.138   0.022   0.837   0.074
7946 1432.72 1617.63  19.119   0.018  19.850   0.012  18.132   0.021   0.819  -0.125
7947  888.83 1129.88  19.099   0.017  19.802   0.011  18.216   0.021   0.821   0.134
7948 1445.08   35.88  19.112   0.019  19.879   0.013  18.104   0.022   0.880   1.370
7949 1199.45 1024.78  19.124   0.018  19.827   0.012  18.158   0.022   0.846  -0.009
7950 1182.36  505.04  19.110   0.021  19.861   0.016  18.131   0.024   0.982   2.145
7951  337.48  495.18  19.119   0.017  19.913   0.012  18.064   0.019   0.832   1.009
7952 1041.07 1255.49  19.104   0.017  19.821   0.012  18.192   0.022   0.836  -0.272
7953  651.55  233.08  19.117   0.017  19.819   0.011  18.181   0.020   0.818   0.054
7954 1377.07  917.55  19.123   0.012  19.790   0.010  18.245   0.040   0.847  -0.135
7955  599.89  735.35  19.063   0.017  20.051   0.014  17.975   0.019   0.851   1.147
7956 1201.46 1351.53  19.006   0.017  19.988   0.013  18.099   0.021   0.864   0.818
7957 1874.94 1200.06  19.126   0.020  19.822   0.013  18.170   0.024   0.829  -0.507
7958  887.99  793.31  19.146   0.018  19.824   0.012  18.146   0.021   0.867   0.755
7959 1929.53  962.63  19.112   0.021  19.728   0.019  18.310   0.028   0.845  -0.175
7960 1399.05 1136.51  19.258   0.024  19.725   0.012                   0.826  -0.108
7961 1260.43  562.81  19.166   0.020  19.712   0.012  18.278   0.024   0.871  -0.099
7962 1868.81 1123.45  19.058   0.019  19.903   0.013  18.141   0.024   0.838  -0.263
7963 1831.64 1850.55  19.091   0.020  19.820   0.013  18.216   0.025   0.842   0.089
7964  559.07 1229.43  19.121   0.017  19.811   0.011  18.193   0.020   0.809  -0.094
7965 1427.37  155.64  19.116   0.018  19.837   0.012  18.166   0.021   0.826  -0.355
7966  879.88 1453.14  19.111   0.016  19.805   0.011  18.213   0.021   0.819  -0.567
7967 2049.07 1410.04  19.120   0.026  19.825   0.017  18.179   0.032   0.831  -0.325
7968 1553.17  804.12  19.170   0.021  19.846   0.014  18.101   0.022   0.847  -0.679
7969 1248.60  124.65  19.126   0.018  19.826   0.011  18.171   0.020   0.821  -0.187
7970 1231.37 1118.18  19.119   0.019  19.829   0.013                   0.896   1.714
7971 1391.65  827.19  19.164   0.021  19.838   0.014  18.118   0.022   0.838  -1.604
7972 1357.13 1735.10  19.100   0.018  19.832   0.012  18.193   0.022   0.824  -0.078
7973 1873.48 1817.27  19.135   0.021  19.808   0.012  18.187   0.024   0.830  -0.134
7974  777.77  765.80  19.145   0.019  19.797   0.012  18.191   0.023   0.877   1.642
7975 1498.71  516.24  19.128   0.020  19.840   0.013  18.154   0.022   0.859   0.733
7976  354.66  472.88  19.147   0.018  19.830   0.012  18.146   0.021   0.822  -0.541
7977 1022.05  441.71  19.125   0.018  19.820   0.012  18.183   0.021   0.864   1.195
7978  339.70  642.97  19.234   0.019  19.738   0.011                   0.817  -0.526
7979  824.76  472.49  19.089   0.019  20.126   0.018  17.907   0.019   0.886   0.849
7980 1079.74 1103.80  19.134   0.018  19.910   0.013  18.073   0.019   0.855   0.706
7981  930.63 1817.77  19.111   0.017  19.859   0.012  18.154   0.022   0.825  -0.217
7982 1200.80  941.53  19.143   0.036  19.769   0.016  18.226   0.014   0.903   1.614
7983  489.96  573.68  19.061   0.017  20.076   0.015  17.976   0.018   0.834  -0.058
7984  278.69  455.33  19.130   0.017  19.825   0.011  18.177   0.021   0.822   0.027
7985 1375.24  502.05  19.155   0.019  19.769   0.011  18.227   0.023   0.826  -0.921
7986 1199.54  932.01  19.139   0.024  19.719   0.000  18.344   0.025   0.886   1.656
7987 1215.22 1166.96  19.104   0.017  19.807   0.011  18.234   0.023   0.837  -0.498
7988 1258.97   48.11  19.112   0.018  19.891   0.012  18.117   0.020   0.823   0.294
7989 1170.61 1221.08  19.095   0.017  19.765   0.011  18.306   0.024   0.831  -0.406
7990 1500.97  428.60  19.143   0.019  19.834   0.012  18.154   0.021   0.836   0.548
7991  911.41 1688.86  19.141   0.017  19.794   0.011  18.207   0.021   0.805   0.040
7992 1350.42  577.26  19.133   0.019  19.770   0.011  18.252   0.023   0.837  -0.394
7993 1307.26  618.81  19.125   0.020  19.860   0.013  18.142   0.022   0.864   1.335
7994 1565.89  934.32  19.146   0.012  19.824   0.005  18.163   0.021   0.847  -0.289
7995 2129.95  905.47  19.096   0.034  19.818   0.021  18.245   0.043   0.840  -0.449
7996  978.18  522.59  19.064   0.018  19.995   0.014  18.049   0.021   0.918   2.088
7997  763.15  950.76  19.165   0.054  19.742   0.015  18.246   0.007   0.840  -0.696
7998  620.09 1202.37  19.075   0.017  19.895   0.012  18.156   0.021   0.858   1.185
7999  765.42  936.56  19.149   0.031  19.822   0.034  18.172   0.006   0.833   0.041
8000 2032.97 1749.11  19.112   0.024  19.896   0.016  18.107   0.027   0.842   0.477
8001  407.29  712.93  19.084   0.019  19.836   0.013  18.224   0.024   0.833  -0.336
8002  981.74  711.38  19.217   0.025  20.209   0.017  17.679   0.021   1.049  -1.341
8003 1762.80 1569.55  19.135   0.019  19.830   0.012  18.174   0.023   0.815  -0.278
8004    5.89  103.88  19.096   0.023  19.876   0.015  18.153   0.028   0.823  -0.159
8005  696.75 1356.88  19.129   0.017  19.879   0.012  18.121   0.020   0.826   0.199
8006  566.38  902.85  19.148   0.018  19.852   0.012  18.134   0.021   0.829  -0.099
8007  765.14  631.30  19.159   0.018  19.822   0.012  18.161   0.021   0.835  -0.318
8008 1819.67  841.63  19.175   0.021  19.824   0.012  18.145   0.023   0.832   0.113
8009  194.96  883.54  19.128   0.018  19.895   0.012  18.105   0.021   0.823   0.663
8010 1609.82  706.93  19.184   0.020  19.808   0.012  18.156   0.023   0.848   0.035
8011  356.74 1098.10  19.146   0.018  19.798   0.012  18.211   0.022   0.816  -0.390
8012 1236.07  585.14  19.170   0.020  19.714   0.012  18.303   0.024   0.854  -0.119
8013 1468.97 1348.36  19.167   0.019  19.957   0.014  18.007   0.019   0.838   0.614
8014  949.82 1081.28  19.123   0.017  19.800   0.011  18.238   0.022   0.818  -0.432
8015   51.72 1336.29  19.087   0.022  20.073   0.018  17.960   0.022   0.818   0.070
8016  594.18  704.04  19.017   0.016  19.912   0.013  18.220   0.022   0.820  -0.505
8017 1632.07 1181.17  19.156   0.019  19.869   0.013  18.113   0.022   0.832  -0.544
8018 1152.01 1366.70  19.154   0.018  19.893   0.013  18.087   0.021   0.872   1.264
8019 1287.28  457.96  19.147   0.019  19.757   0.011  18.275   0.024   0.847  -1.122
8020  120.27 1739.14  19.107   0.023  19.834   0.015  18.216   0.030   0.826  -0.297
8021 1298.65 1350.70  19.273   0.020  19.814   0.012  18.072   0.019   0.829  -0.167
8022  873.71 1128.40  19.113   0.017  19.784   0.011  18.276   0.023   0.826  -0.915
8023 1154.44  629.99  19.174   0.020  19.807   0.012  18.177   0.022   0.854   0.228
8024  756.36  644.09  19.118   0.017  19.871   0.012  18.157   0.020   0.828  -0.584
8025  678.06 1040.43  19.138   0.017  19.839   0.011  18.175   0.020   0.822  -0.379
8026 1907.55  969.58  19.131   0.021  19.799   0.000  18.252   0.027   0.844  -0.572
8027   -3.04 1285.76  19.150   0.031  19.814   0.019  18.205   0.039   0.808  -0.391
8028 2087.98 1473.24  19.134   0.033  19.836   0.020                   0.846   0.168
8029 1050.58 1127.02  19.234   0.019  19.868   0.012  18.047   0.019   0.826   0.889
8030 1700.73  405.82  19.195   0.022  19.784   0.013  18.192   0.023   0.840  -0.969
8031 1937.32 1193.27  19.137   0.021  20.010   0.016  17.979   0.022   0.860   0.500
8032 1280.39  891.61  19.068   0.019  19.784   0.029  18.267   0.007   0.893   1.354
8033  937.02  775.11  19.106   0.019  19.755   0.012  18.342   0.026   0.868   0.193
8034  507.82 1103.98  19.169   0.018  19.801   0.011  18.196   0.022   0.822   0.404
8035 1903.27  581.56  19.163   0.022  19.815   0.013                   0.835   0.557
8036 1718.32  589.97  19.053   0.019  19.964   0.015  18.123   0.022   0.837   0.546
8037  558.62  378.63  19.157   0.017  19.846   0.011  18.153   0.020   0.819  -0.353
8038 1063.81 1270.23  19.133   0.017  19.815   0.012  18.221   0.023   0.853   0.514
8039  623.22  366.41  19.130   0.017  19.848   0.011  18.182   0.020   0.821  -0.700
8040  887.32 1549.46  19.122   0.017  19.816   0.011  18.234   0.022   0.814  -0.507
8041  569.86 1325.51  19.142   0.017  19.790   0.011  18.246   0.022   0.815  -0.423
8042  674.32 1305.28  19.157   0.018  19.829   0.012  18.178   0.022   0.836   0.370
8043  778.02  973.77  19.157   0.010  19.816   0.014  18.188   0.021   0.819  -0.987
8044 1465.06  571.54  19.152   0.019  19.813   0.012  18.205   0.022   0.835  -0.301
8045  561.99 1545.26  19.120   0.018  19.854   0.013                   0.890   2.260
8046 1187.74  487.26  19.109   0.021  19.863   0.015                   0.890  -0.716
8047 1025.40  893.09  19.150   0.053  19.820   0.008  18.213   0.021   0.881  -0.556
8048 1577.17  233.50  19.141   0.019  19.933   0.013  18.073   0.020   0.831   0.308
8049  600.56  730.07  19.066   0.017  19.976   0.013  18.103   0.020   0.835   0.319
8050 1451.12  923.79  19.181   0.014  19.924   0.024  18.097   0.004   0.838  -0.179
8051  677.45  333.72  19.156   0.017  19.852   0.011  18.155   0.019   0.804  -0.587
8052 1115.15 1291.12  19.131   0.017  19.832   0.011  18.207   0.021   0.830  -0.601
8053 2026.90  957.81  19.136   0.024  19.874   0.016  18.142   0.029   0.848   0.115
8054 1155.92 1075.39  19.134   0.018  19.897   0.012  18.122   0.021   0.849   0.883
8055  788.54 1495.42  19.144   0.017  19.795   0.011  18.243   0.022   0.815  -0.489
8056  879.72  584.63  19.145   0.018  19.857   0.012  18.162   0.021   0.850   0.789
8057  751.79 1535.34  19.126   0.018  19.785   0.011  18.278   0.022   0.817  -0.411
8058 1258.89  898.92  19.134   0.026  19.865   0.024  18.165   0.031   0.870  -0.390
8059  984.47 1102.40  19.081   0.022  19.891   0.017                   0.906   1.984
8060  328.27 1155.52  19.126   0.017  19.814   0.011  18.241   0.022   0.825  -0.298
8061  306.65 1415.41  19.153   0.018  19.811   0.011  18.214   0.021   0.807  -0.272
8062 1157.65 1217.93  19.120   0.017  19.790   0.011  18.286   0.024   0.824  -0.894
8063  925.47  483.00  19.150   0.018  19.845   0.011  18.176   0.021   0.827  -0.287
8064  848.56  880.72  19.164   0.019  19.777   0.011  18.255   0.024   0.856   0.646
8065 1009.16  756.62  19.175   0.020  19.804   0.013  18.203   0.023   0.871   0.057
8066 1449.14  991.50  19.104   0.016  19.906   0.037                   0.921   3.038
8067 1047.52  986.10  19.171   0.020  19.817   0.012                   0.860   0.817
8068 1338.47  256.11  19.150   0.018  19.864   0.012  18.155   0.020   0.819  -0.543
8069  542.58 1461.47  19.132   0.018  19.870   0.012  18.166   0.021   0.848   1.222
8070 2083.14 1017.39  19.093   0.030  19.886   0.022  18.183   0.041   0.853  -0.349
8071 1652.35  571.95  19.117   0.020  19.911   0.014  18.134   0.022   0.874   1.491
8072 1136.65 1045.53  19.121   0.018  19.858   0.012  18.196   0.023   0.863   1.467
8073 1315.79 1548.43  19.115   0.017  19.912   0.012  18.137   0.020   0.817  -0.163
8074  387.20  204.92  19.159   0.017  19.865   0.011  18.147   0.020   0.808  -0.216
8075  581.21 1151.86  19.121   0.017  19.910   0.012  18.134   0.020   0.853   0.639
8076 1625.93  535.39  19.174   0.020  19.872   0.013  18.123   0.022   0.849   0.840
8077  955.09  364.16  19.149   0.018  19.904   0.012  18.114   0.019   0.830   0.096
8078  598.42 1244.63  19.151   0.018  19.811   0.012  18.228   0.023   0.882   2.134
8079 1038.88 1135.11  19.125   0.017  19.872   0.012  18.179   0.020   0.823   0.683
8080 1371.00  768.21  19.107   0.020  19.902   0.013  18.159   0.022   0.854   0.041
8081  639.28 1393.60  19.132   0.017  19.809   0.011  18.254   0.022   0.813  -0.407
8082 2042.98  198.13  19.147   0.030  19.844   0.019  18.192   0.034   0.849  -0.587
8083 1068.41 1432.07  19.095   0.017  19.948   0.012  18.121   0.020   0.813   0.105
8084 1027.65  313.06  19.187   0.020  19.836   0.013  18.160   0.022   0.902   1.529
8085 1181.14  560.42  19.185   0.019  19.887   0.014  18.100   0.021   0.853   0.135
8086  808.63 1008.18  19.108   0.004  19.946   0.020  18.061   0.050   0.860   0.327
8087 1118.87  411.13  19.147   0.020  19.835   0.013  18.205   0.023   0.898   1.423
8088  661.30  670.31  19.192   0.019  19.832   0.012  18.162   0.020   0.823  -0.077
8089  605.28  474.41  19.102   0.018  20.006   0.014  18.060   0.018   0.847  -1.297
8090  903.26 1030.58  19.129   0.018  19.827   0.011  18.239   0.023   0.846   0.235
8091 1292.75 1254.27  19.164   0.019  19.897   0.013  18.112   0.021   0.854   0.858
8092 1356.33  860.69  19.131   0.019  19.852   0.013  18.204   0.023   0.835   0.041
8093  943.55  882.29  19.169   0.020  19.826   0.013                   0.905   1.812
8094 1271.45  250.59  19.142   0.019  20.208   0.015  17.828   0.016   0.847   1.164
8095 1708.18  847.56  19.134   0.020  19.881   0.013  18.164   0.022   0.831   0.046
8096 1342.20 1247.77  19.161   0.019  19.966   0.013  18.041   0.019   0.834   0.691
8097 1660.73 1413.11  19.137   0.019  19.942   0.013  18.087   0.021   0.829   0.240
8098 1681.23  678.43  19.147   0.020  19.820   0.012  18.231   0.023   0.826  -0.349
8099 1074.70  818.14  19.199   0.022  19.805   0.013                   0.857   0.668
8100  463.56 1065.97  19.130   0.017  19.812   0.011  18.261   0.022   0.812  -0.430
8101 1210.74  973.30  19.183   0.020  19.820   0.005                   0.887   1.695
8102  754.40  317.17  19.175   0.018  19.866   0.012  18.143   0.020   0.843   0.557
8103 1815.55 1069.70  19.196   0.021  19.891   0.013  18.090   0.022   0.831  -0.320
8104 1081.03  160.80  19.142   0.018  19.876   0.012  18.166   0.020   0.821   0.076
8105 1444.07 1310.35  18.765   0.015  22.092   0.054  17.847   0.018   0.869  -0.720
8106 1682.56  462.60  19.156   0.020  19.818   0.012  18.226   0.023   0.837   0.198
8107 1337.30 1387.76  19.094   0.018  19.964   0.013  18.112   0.021   0.854   1.023
8108  186.62 1328.10  19.205   0.021  19.848   0.013  18.138   0.022   0.812   0.438
8109 1548.77  611.01  19.142   0.019  20.012   0.014  18.016   0.019   0.826   0.504
8110 1577.22 1654.53  19.130   0.019  19.955   0.013  18.086   0.021   0.822  -0.231
8111 1457.56  873.42  19.165   0.020  19.835   0.012  18.198   0.023   0.854   0.602
8112 2036.96  778.54  18.991   0.027  19.983   0.022                   0.914   1.412
8113 1826.54  613.18  19.118   0.021  19.867   0.013  18.207   0.024   0.852   0.654
8114 1617.45  407.80  19.084   0.019  19.934   0.013  18.159   0.023   0.860   1.003
8115 1109.17  492.45  19.158   0.019  19.899   0.013  18.129   0.021   0.853  -0.315
8116  704.13   73.26  19.135   0.017  19.888   0.012  18.168   0.020   0.818  -0.399
8117 1881.24 1737.34  19.163   0.021  19.825   0.013  18.220   0.026   0.839  -0.196
8118 1463.62  471.65  19.171   0.019  19.847   0.012  18.182   0.022   0.831  -0.442
8119  308.64 1753.83  19.139   0.018  19.839   0.012  18.230   0.024   0.815  -0.426
8120 1676.81  736.01  19.142   0.020  19.847   0.012  18.215   0.023   0.839   0.217
8121  708.42  -18.66  19.187   0.037  19.880   0.025  18.110   0.042   0.840  -0.324
8122  565.64  486.84  19.144   0.018  19.878   0.012  18.175   0.021   0.832  -0.542
8123 1308.07  824.26  19.140   0.020  19.847   0.013  18.220   0.023   0.841  -1.200
8124 1764.27  286.17  19.150   0.021  19.870   0.013  18.179   0.024   0.845   0.796
8125  570.24  854.53  19.155   0.018  19.820   0.012  18.239   0.022   0.817  -0.372
8126 1357.42 1309.05  19.159   0.018  19.936   0.013  18.093   0.020   0.821  -0.285
8127 1125.78 1026.33  19.128   0.018  19.827   0.012  18.263   0.023   0.822  -0.519
8128  943.49  573.23  19.172   0.019  19.970   0.013  18.045   0.019   0.841   0.325
8129 1555.64  406.84  19.144   0.019  19.857   0.012  18.205   0.022   0.822  -0.439
8130 1408.79  607.31  19.184   0.020  19.822   0.012  18.208   0.022   0.838  -0.736
8131  980.66 1190.87  19.119   0.019                  18.237   0.025   0.926   2.787
8132 1068.83  131.89  19.148   0.018  19.902   0.012  18.148   0.020   0.827  -0.572
8133 1149.71  534.19  19.207   0.020  19.738   0.011  18.304   0.024   0.851  -1.463
8134 1494.84 1902.23  19.142   0.020  19.828   0.012  18.253   0.026   0.820  -0.338
8135 1739.82  984.22  19.145   0.012  19.836   0.019  18.224   0.008   0.834  -0.392
8136 1097.42  471.68  19.156   0.019  19.901   0.013  18.146   0.020   0.845   0.680
8137 1682.36 1104.99  19.170   0.020  19.862   0.013  18.177   0.023   0.830  -0.551
8138  988.76  557.92  19.127   0.019  20.019   0.015  18.044   0.020   0.866   0.882
8139  287.69 1262.37  19.070   0.017  20.397   0.018  17.782   0.015   0.826  -0.080
8140 1239.42 1071.48  19.175   0.019  19.843   0.012  18.197   0.022   0.843  -0.540
8141 1285.55  481.25  19.142   0.019  19.918   0.014  18.142   0.021   0.846  -1.350
8142 1266.20  555.77  19.185   0.020  19.785   0.013  18.265   0.024   0.881   0.710
8143 1192.21   14.11  19.125   0.018  19.905   0.012  18.174   0.021   0.827   0.653
8144  944.77 1035.35  19.112   0.021                  18.250   0.026   0.828   0.011
8145 2141.23   41.95  19.116   0.036  19.892   0.023  18.188   0.044   0.837  -0.133
8146  428.30  468.24  19.125   0.017  19.858   0.012  18.238   0.022   0.832   0.492
8147  376.84  528.79  19.079   0.018  19.980   0.013  18.138   0.021   0.849   1.045
8148 1004.53 1908.15  19.200   0.023  19.808   0.014  18.229   0.028   0.822   0.248
8149 1198.08  849.25  19.102   0.020  19.902   0.013                   0.856   0.404
8150  951.86 1375.94  19.143   0.018  19.862   0.012  18.216   0.022   0.839   0.689
8151 1598.30  432.71  19.171   0.020  19.800   0.012  18.270   0.024   0.835  -0.719
8152  632.84  149.08  19.161   0.018  19.875   0.011  18.181   0.020   0.815  -0.667
8153  938.28  803.11  19.161   0.019  19.824   0.012  18.248   0.023   0.832  -0.324
8154 1457.94  354.22  19.074   0.019  19.940   0.013  18.193   0.023   0.882   0.862
8155 1075.19 1235.41  19.150   0.018  19.854   0.012  18.221   0.022   0.867   1.017
8156 1073.84  731.41  19.236   0.023  19.732   0.014  18.299   0.026   0.943   1.717
8157  734.63  685.46  19.152   0.019                  18.210   0.021   0.813   0.033
8158  712.95 1349.58  19.147   0.017  19.871   0.012  18.204   0.022   0.831   0.581
8159  743.82 1880.60  19.156   0.018  19.824   0.011  18.259   0.024   0.832   0.107
8160  907.56  896.92  19.068   0.058  19.864   0.075  18.238   0.022   0.854  -0.316
8161  401.24  223.72  19.162   0.017  19.884   0.012  18.173   0.021   0.818  -0.504
8162 1329.95  237.50  19.193   0.019  19.877   0.012  18.151   0.021   0.820  -0.227
8163  669.27  786.59  19.147   0.020  19.898   0.014  18.175   0.021   0.851  -0.273
8164  924.30 1064.94  19.298   0.021  19.749   0.012                   0.841  -0.494
8165 1750.65  563.75  19.158   0.020  19.825   0.013  18.259   0.024   0.833  -0.240
8166 1298.66  319.18  19.150   0.019  19.925   0.013  18.140   0.021   0.851   0.662
8167 2197.68 1609.15  19.166   0.036  19.845   0.022  18.232   0.042   0.825  -0.278
8168 1992.76 1270.69  19.177   0.023  19.894   0.014  18.146   0.025   0.835  -0.693
8169 1118.63 1041.60  19.131   0.018  19.943   0.013  18.142   0.020   0.836   0.447
8170 1183.04  488.84  19.139   0.022  19.879   0.015                   0.900   0.579
8171 1524.68  435.92  19.172   0.019  19.871   0.013  18.188   0.022   0.833  -0.212
8172  819.24 1054.17  19.165   0.017  19.894   0.012  18.168   0.020   0.826  -0.523
8173 1577.32  937.82  19.182   0.018  19.812   0.002  18.277   0.030   0.823  -0.796
8174  853.63  957.87  19.186   0.050  19.847   0.014  18.226   0.031   0.829  -0.248
8175 1590.81 1664.16  19.137   0.019  19.919   0.013  18.166   0.022   0.827  -0.038
8176 1225.44  949.77  19.152   0.021  19.792   0.021  18.272   0.009   0.842  -0.456
8177 1537.75  580.43  19.114   0.020  20.026   0.015  18.071   0.021   0.869   0.864
8178 1023.95 1917.69  19.091   0.028  19.964   0.019  18.136   0.036   0.834  -0.338
8179 1381.67 1552.79  19.150   0.018  19.912   0.012  18.166   0.021   0.814  -0.278
8180  265.24 1621.27  19.161   0.018  19.841   0.012  18.246   0.023   0.815   0.060
8181  826.25 1428.92  19.098   0.018  19.969   0.013  18.155   0.022   0.854   0.828
8182  762.08  858.70  19.196   0.020  19.800   0.012  18.264   0.022   0.859   0.443
