# ID    d   s   ds    e  e  f    Bmag   e_B   Vmag   e_V    diff
ID-6068 17 37 47.74  -3 15 18.24 23.188 0.050 22.037 0.048 -0.004
ID-6069 17 37 47.74  -3 16 34.75 18.220 0.002 17.649 0.003  0.020
ID-6070 17 37 47.74  -3 19 43.48 21.652 0.017 20.321 0.011 -0.005
ID-6071 17 37 47.75  -3 15 27.57 22.385 0.032 21.452 0.027 -0.004
ID-6072 17 37 47.76  -3 11 31.18 21.982 0.022 21.002 0.019 -0.013
ID-6073 17 37 47.76  -3 11 14.13 22.519 0.032 21.455 0.028 -0.013
ID-6074 17 37 47.76  -3 18 39.48 21.804 0.020 20.852 0.020 -0.006
ID-6075 17 37 47.77  -3 13 27.61 21.853 0.026 20.836 0.016 -0.001
ID-6076 17 37 47.78  -3 13 53.12 22.243 0.026 21.241 0.024 -0.001
ID-6077 17 37 47.78  -3 17 42.12 22.576 0.036 21.478 0.029 -0.006
ID-6078 17 37 47.78  -3 20 41.82 19.514 0.003 18.247 0.002 -0.070
ID-6079 17 37 47.79  -3  8 36.39 21.641 0.013 20.632 0.013 -0.067
ID-6080 17 37 47.79  -3 14 11.85 22.194 0.026 21.151 0.021 -0.001
ID-6081 17 37 47.79  -3 15 43.13 21.848 0.021 20.770 0.019 -0.004
ID-6082 17 37 47.79  -3 20 30.52 20.732 0.006 19.716 0.006 -0.070
ID-6083 17 37 47.80  -3 15 24.95 21.983 0.025 21.008 0.021 -0.004
ID-6084 17 37 47.80  -3 18  1.25 22.580 0.044 21.506 0.031 -0.006
ID-6085 17 37 47.81  -3 12 21.16 22.286 0.029 21.261 0.023  0.018
ID-6086 17 37 47.81  -3 14  1.17 21.308 0.018 20.468 0.016 -0.001
ID-6087 17 37 47.81  -3 14 39.84 21.632 0.018 20.617 0.014 -0.001
ID-6088 17 37 47.81  -3 18  3.89 18.835 0.002 17.457 0.002 -0.006
ID-6089 17 37 47.82  -3 16 24.86 22.810 0.042 21.769 0.040  0.020
ID-6090 17 37 47.83  -3 13 58.54 22.441 0.038 21.491 0.030 -0.001
ID-6091 17 37 47.83  -3 13 37.13 22.698 0.042 21.520 0.029 -0.001
ID-6092 17 37 47.83  -3 15 30.74 22.454 0.030 21.508 0.027 -0.004
ID-6093 17 37 47.84  -3 13 34.61 21.937 0.024 20.899 0.018 -0.001
ID-6094 17 37 47.86  -3 13  9.44 22.207 0.029 21.213 0.023  0.018
ID-6095 17 37 47.86  -3 17 48.44 22.624 0.038 21.717 0.033 -0.006
ID-6096 17 37 47.87  -3 14 25.78 21.369 0.014 20.363 0.011 -0.001
ID-6097 17 37 47.87  -3 15 36.69 22.712 0.032 21.665 0.038 -0.004
ID-6098 17 37 47.88  -3 11 15.77 21.529 0.014 20.587 0.015 -0.013
ID-6099 17 37 47.88  -3 18  0.18 21.214 0.016 20.028 0.009 -0.006
ID-6100 17 37 47.89  -3  8 16.94 22.706 0.035 21.282 0.021 -0.067
ID-6101 17 37 47.89  -3 15 46.22 22.575 0.040 21.535 0.026 -0.004
ID-6102 17 37 47.89  -3 19  1.67 22.325 0.027 21.343 0.032 -0.005
ID-6103 17 37 47.90  -3 11 32.78 22.962 0.051 21.848 0.039 -0.013
ID-6104 17 37 47.90  -3 13 46.29 21.148 0.013 19.956 0.010 -0.001
ID-6105 17 37 47.90  -3 15  7.52 22.303 0.025 21.294 0.022 -0.004
ID-6106 17 37 47.90  -3 21  7.80 20.977 0.008 19.933 0.007 -0.070
ID-6107 17 37 47.91  -3 11 36.18 21.800 0.018 20.588 0.012 -0.013
ID-6108 17 37 47.92  -3 16  3.12 22.865 0.044 21.989 0.047 -0.004
ID-6109 17 37 47.92  -3 17 43.03 22.170 0.028 21.188 0.026 -0.006
ID-6110 17 37 47.93  -3 11 26.56 22.250 0.030 21.308 0.021 -0.013
ID-6111 17 37 47.93  -3 14 32.03 21.854 0.028 20.778 0.015 -0.001
ID-6112 17 37 47.94  -3 11 18.11 21.262 0.011 20.224 0.008 -0.013
ID-6113 17 37 47.95  -3 12 48.63 21.724 0.017 20.717 0.016  0.018
ID-6114 17 37 47.96  -3 14 11.94 21.483 0.020 20.515 0.012 -0.001
ID-6115 17 37 47.96  -3 21 15.74 22.870 0.038 21.884 0.044 -0.070
ID-6116 17 37 47.97  -3 13  1.60 22.234 0.028 21.261 0.030  0.018
ID-6117 17 37 47.97  -3 13 52.06 20.383 0.006 19.164 0.005 -0.001
ID-6118 17 37 47.98  -3 13  5.45 22.938 0.047 21.827 0.054  0.018
ID-6119 17 37 47.98  -3 14 42.76 21.686 0.021 20.717 0.016 -0.001
ID-6120 17 37 47.98  -3 14 53.41 21.273 0.012 20.049 0.010 -0.004
ID-6121 17 37 47.99  -3 11 49.05 23.081 0.049 21.979 0.038 -0.013
ID-6122 17 37 48.00  -3  8 23.08 21.864 0.022 20.900 0.013 -0.067
ID-6123 17 37 48.00  -3  9 43.31 23.084 0.043 22.165 0.046 -0.053
ID-6124 17 37 48.01  -3 13 36.84 19.821 0.006 19.400 0.006 -0.001
ID-6125 17 37 48.01  -3 16 44.64 21.446 0.020 20.245 0.013  0.020
ID-6126 17 37 48.02  -3 14 33.21 21.770 0.019 20.770 0.018 -0.001
ID-6127 17 37 48.02  -3 14 23.55 22.684 0.044 21.540 0.039 -0.001
ID-6128 17 37 48.03  -3 18 34.05 21.492 0.017 20.494 0.011 -0.006
ID-6129 17 37 48.03  -3 20  2.00 21.378 0.011 20.387 0.010 -0.005
ID-6130 17 37 48.03  -3 21 13.51 20.856 0.007 19.802 0.007 -0.070
ID-6131 17 37 48.04  -3  9 40.36 22.756 0.038 21.424 0.023 -0.053
ID-6132 17 37 48.05  -3 14  3.04 22.974 0.052 21.894 0.040 -0.001
ID-6133 17 37 48.06  -3  9 58.48 22.673 0.029 21.670 0.035 -0.053
ID-6134 17 37 48.06  -3 12 53.00 22.445 0.026 21.415 0.031  0.018
ID-6135 17 37 48.07  -3 10 58.76 22.752 0.038 21.653 0.037 -0.013
ID-6136 17 37 48.07  -3 13  3.56 21.533 0.015 20.533 0.013  0.018
ID-6137 17 37 48.07  -3 14  7.42 22.671 0.038 21.608 0.029 -0.001
ID-6138 17 37 48.07  -3 14 47.89 21.756 0.025 20.718 0.014 -0.004
ID-6139 17 37 48.08  -3 13 42.80 21.794 0.022 20.773 0.016 -0.001
ID-6140 17 37 48.09  -3 11 10.91 22.763 0.036 21.757 0.031 -0.013
ID-6141 17 37 48.10  -3 10 41.38 23.161 0.044 22.076 0.056 -0.053
ID-6142 17 37 48.12  -3 16 54.77 21.591 0.016 20.606 0.018  0.020
ID-6143 17 37 48.12  -3 17 16.90 21.970 0.024 20.988 0.017  0.020
ID-6144 17 37 48.12  -3 16 18.45 22.947 0.045 22.131 0.051  0.020
ID-6145 17 37 48.13  -3 14 30.20 21.307 0.013 20.226 0.010 -0.001
ID-6146 17 37 48.14  -3 10  5.06 21.934 0.017 20.932 0.015 -0.053
ID-6147 17 37 48.14  -3 11 25.55 22.176 0.025 21.230 0.021 -0.013
ID-6148 17 37 48.14  -3 12 11.04 22.914 0.042 21.953 0.047  0.018
ID-6149 17 37 48.14  -3 18 12.56 21.988 0.021 21.037 0.016 -0.006
ID-6150 17 37 48.15  -3  9  2.38 23.095 0.047 21.943 0.032 -0.067
ID-6151 17 37 48.15  -3 11 13.34 21.981 0.019 20.952 0.018 -0.013
ID-6152 17 37 48.15  -3 15 24.27 22.513 0.033 21.449 0.035 -0.004
ID-6153 17 37 48.16  -3 14 18.79 22.409 0.024 21.363 0.026 -0.001
ID-6154 17 37 48.17  -3  9 53.10 22.419 0.020 21.371 0.021 -0.053
ID-6155 17 37 48.17  -3 11 35.43 21.790 0.021 20.802 0.020 -0.013
ID-6156 17 37 48.17  -3 13 31.51 22.521 0.038 21.301 0.025 -0.001
ID-6157 17 37 48.18  -3 11  2.65 19.799 0.004 18.547 0.002 -0.013
ID-6158 17 37 48.18  -3 13 16.04 19.225 0.004 17.901 0.002  0.018
ID-6159 17 37 48.18  -3 17 11.63 21.349 0.015 20.180 0.011  0.020
ID-6160 17 37 48.18  -3 20 46.86 22.645 0.027 21.599 0.025 -0.070
ID-6161 17 37 48.19  -3 12  2.00 22.467 0.032 21.451 0.026 -0.013
ID-6162 17 37 48.19  -3 18  1.74 21.311 0.011 20.177 0.011 -0.006
ID-6163 17 37 48.20  -3 11  4.61 21.500 0.018 20.551 0.014 -0.013
ID-6164 17 37 48.20  -3 11 15.45 21.873 0.020 20.907 0.015 -0.013
ID-6165 17 37 48.20  -3 14  5.11 21.199 0.012 20.023 0.008 -0.001
ID-6166 17 37 48.20  -3 15 18.57 22.776 0.042 21.696 0.041 -0.004
ID-6167 17 37 48.20  -3 14 58.92 22.965 0.052 21.880 0.035 -0.004
ID-6168 17 37 48.21  -3  9  0.07 23.177 0.048 22.086 0.040 -0.067
ID-6169 17 37 48.22  -3 10 38.78 22.187 0.026 21.135 0.019 -0.053
ID-6170 17 37 48.23  -3 14 21.78 22.102 0.027 21.125 0.021 -0.001
ID-6171 17 37 48.23  -3 15 29.21 21.582 0.020 20.332 0.010 -0.004
ID-6172 17 37 48.24  -3 10 55.97 23.217 0.056 21.969 0.043 -0.013
ID-6173 17 37 48.24  -3 12 27.17 21.806 0.019 20.840 0.020  0.018
ID-6174 17 37 48.24  -3 20 20.51 21.436 0.010 20.281 0.008 -0.070
ID-6175 17 37 48.25  -3 13 12.86 22.226 0.031 21.187 0.029  0.018
ID-6176 17 37 48.25  -3 14 47.01 21.680 0.020 20.679 0.018 -0.004
ID-6177 17 37 48.25  -3 18 10.06 23.096 0.051 21.989 0.038 -0.006
ID-6178 17 37 48.26  -3 15 38.46 22.707 0.047 21.864 0.042 -0.004
ID-6179 17 37 48.26  -3 19 11.60 23.385 0.058 22.394 0.048 -0.005
ID-6180 17 37 48.27  -3  9 27.54 22.466 0.036 20.987 0.017 -0.053
ID-6181 17 37 48.27  -3 14  7.89 22.693 0.038 21.641 0.039 -0.001
ID-6182 17 37 48.27  -3 15  9.41 22.863 0.047 21.850 0.036 -0.004
ID-6183 17 37 48.27  -3 16  7.98 23.035 0.049 21.922 0.043  0.020
ID-6184 17 37 48.28  -3 10 26.75 23.245 0.054 21.668 0.024 -0.053
ID-6185 17 37 48.28  -3 13 50.98 22.636 0.045 21.558 0.031 -0.001
ID-6186 17 37 48.28  -3 15  5.74 22.510 0.034 21.439 0.027 -0.004
ID-6187 17 37 48.29  -3 13 15.05 21.456 0.017 20.549 0.014  0.018
ID-6188 17 37 48.29  -3 12 37.41 21.929 0.023 20.861 0.018  0.018
ID-6189 17 37 48.29  -3 16 45.08 22.626 0.038 21.573 0.033  0.020
ID-6190 17 37 48.30  -3 12 35.54 20.544 0.010 19.314 0.005  0.018
ID-6191 17 37 48.30  -3 14 44.94 22.525 0.041 21.451 0.029 -0.004
ID-6192 17 37 48.30  -3 17 32.27 21.411 0.013 20.291 0.010 -0.006
ID-6193 17 37 48.31  -3 13  2.15 22.587 0.040 21.466 0.029  0.018
ID-6194 17 37 48.31  -3 13 36.69 21.957 0.020 20.968 0.021 -0.001
ID-6195 17 37 48.31  -3 16 13.88 21.359 0.015 20.301 0.010  0.020
ID-6196 17 37 48.32  -3 19  0.96 21.376 0.012 20.356 0.011 -0.005
ID-6197 17 37 48.33  -3 14 39.91 21.201 0.012 20.072 0.008 -0.001
ID-6198 17 37 48.34  -3 11 29.65 20.484 0.006 19.225 0.005 -0.013
ID-6199 17 37 48.34  -3 13 27.57 21.752 0.021 20.768 0.015 -0.001
ID-6200 17 37 48.34  -3 14 35.53 22.457 0.034 21.511 0.030 -0.001
ID-6201 17 37 48.34  -3 16 25.97 23.099 0.055 22.116 0.049  0.020
ID-6202 17 37 48.35  -3 14 20.34 20.618 0.008 19.486 0.006 -0.001
ID-6203 17 37 48.35  -3 13 58.09 22.181 0.027 21.070 0.018 -0.001
ID-6204 17 37 48.37  -3 12 50.72 22.503 0.035 21.498 0.035  0.018
ID-6205 17 37 48.38  -3 12 26.46 21.457 0.014 20.413 0.010  0.018
ID-6206 17 37 48.38  -3 15 18.66 19.972 0.004 18.869 0.005 -0.004
ID-6207 17 37 48.38  -3 18 32.46 16.339 0.001 15.166 0.001 -0.006
ID-6208 17 37 48.38  -3 17 35.91 21.375 0.011 20.317 0.012 -0.006
ID-6209 17 37 48.39  -3 13 33.94 21.599 0.014 20.590 0.015 -0.001
ID-6210 17 37 48.39  -3 14 30.08 22.179 0.026 21.251 0.021 -0.001
ID-6211 17 37 48.39  -3 17 11.64 22.804 0.044 21.748 0.038  0.020
ID-6212 17 37 48.39  -3 18 56.33 20.653 0.008 19.413 0.007 -0.005
ID-6213 17 37 48.40  -3 10 39.61 22.101 0.017 21.061 0.016 -0.053
ID-6214 17 37 48.40  -3 12 31.80 22.506 0.032 21.569 0.034  0.018
ID-6215 17 37 48.40  -3 14 10.60 22.346 0.039 21.306 0.028 -0.001
ID-6216 17 37 48.41  -3 14  3.31 21.446 0.015 20.379 0.012 -0.001
ID-6217 17 37 48.41  -3 15 20.08 22.839 0.049 22.137 0.053 -0.004
ID-6218 17 37 48.42  -3 13  9.63 22.143 0.028 21.191 0.030  0.018
ID-6219 17 37 48.42  -3 13 31.96 21.709 0.017 20.682 0.012 -0.001
ID-6220 17 37 48.42  -3 15 33.29 23.070 0.050 22.089 0.051 -0.004
ID-6221 17 37 48.42  -3 19  9.08 21.681 0.016 20.721 0.014 -0.005
ID-6222 17 37 48.43  -3 16 40.31 20.671 0.011 18.985 0.005  0.020
ID-6223 17 37 48.43  -3 17 15.77 21.747 0.020 20.705 0.014  0.020
ID-6224 17 37 48.43  -3 16  5.72 22.077 0.026 21.128 0.023  0.020
ID-6225 17 37 48.44  -3  9 57.83 21.475 0.016 20.485 0.011 -0.053
ID-6226 17 37 48.44  -3 14 34.78 23.151 0.058 22.055 0.044 -0.001
ID-6227 17 37 48.44  -3 16 20.50 22.351 0.032 21.267 0.024  0.020
ID-6228 17 37 48.44  -3 18 20.12 21.163 0.012 20.014 0.008 -0.006
ID-6229 17 37 48.45  -3 13 39.86 21.938 0.023 20.976 0.020 -0.001
ID-6230 17 37 48.46  -3 12  3.11 22.125 0.022 21.120 0.017 -0.013
ID-6231 17 37 48.46  -3 13 48.45 22.869 0.055 21.779 0.034 -0.001
ID-6232 17 37 48.46  -3 19  1.53 22.665 0.040 21.640 0.031 -0.005
ID-6233 17 37 48.47  -3 14 26.53 20.704 0.009 19.540 0.007 -0.001
ID-6234 17 37 48.47  -3 14 47.08 22.121 0.030 21.119 0.019 -0.004
ID-6235 17 37 48.47  -3 15 26.19 22.803 0.041 21.708 0.033 -0.004
ID-6236 17 37 48.47  -3 16 31.35 22.793 0.046 21.745 0.038  0.020
ID-6237 17 37 48.48  -3 14 58.72 20.020 0.006 18.776 0.003 -0.004
ID-6238 17 37 48.48  -3 15 17.02 21.644 0.021 20.634 0.014 -0.004
ID-6239 17 37 48.48  -3 15  6.69 22.051 0.029 20.884 0.014 -0.004
ID-6240 17 37 48.49  -3 12 50.73 22.678 0.040 21.734 0.037  0.018
ID-6241 17 37 48.49  -3 13 37.84 21.282 0.011 20.134 0.007 -0.001
ID-6242 17 37 48.49  -3 17  3.33 22.874 0.051 21.864 0.053  0.020
ID-6243 17 37 48.49  -3 17 31.59 22.604 0.036 21.579 0.034 -0.006
ID-6244 17 37 48.49  -3 19 28.63 22.627 0.038 21.151 0.024 -0.005
ID-6245 17 37 48.50  -3 10  9.56 21.531 0.015 20.443 0.010 -0.053
ID-6246 17 37 48.51  -3 13 41.86 20.594 0.007 19.384 0.005 -0.001
ID-6247 17 37 48.51  -3 17 43.34 22.643 0.035 21.652 0.041 -0.006
ID-6248 17 37 48.52  -3 14 41.92 22.077 0.023 21.067 0.019 -0.001
ID-6249 17 37 48.52  -3 13 52.79 22.959 0.053 21.987 0.057 -0.001
ID-6250 17 37 48.52  -3 16 54.12 16.945 0.001 15.758 0.001  0.020
ID-6251 17 37 48.52  -3 16 16.67 22.939 0.053 21.302 0.026  0.020
ID-6252 17 37 48.53  -3  8 22.64 21.406 0.013 20.249 0.010 -0.067
ID-6253 17 37 48.53  -3 16 43.84 19.452 0.004 18.241 0.003  0.020
ID-6254 17 37 48.54  -3 11 51.75 22.860 0.045 21.763 0.029 -0.013
ID-6255 17 37 48.54  -3 13 49.97 22.622 0.040 21.519 0.034 -0.001
ID-6256 17 37 48.54  -3 15 56.99 21.678 0.019 20.665 0.016 -0.004
ID-6257 17 37 48.54  -3 15  4.53 21.995 0.020 20.956 0.019 -0.004
ID-6258 17 37 48.55  -3  8 58.81 21.396 0.013 19.923 0.007 -0.067
ID-6259 17 37 48.55  -3  9 58.53 22.682 0.039 20.931 0.014 -0.053
ID-6260 17 37 48.55  -3 17  2.07 22.388 0.042 21.450 0.027  0.020
ID-6261 17 37 48.55  -3 18 16.17 22.402 0.029 21.376 0.028 -0.006
ID-6262 17 37 48.56  -3  9  3.56 22.699 0.032 21.650 0.033 -0.067
ID-6263 17 37 48.56  -3 13 43.78 21.711 0.017 20.697 0.016 -0.001
ID-6264 17 37 48.56  -3 14 34.98 22.187 0.026 21.122 0.016 -0.001
ID-6265 17 37 48.56  -3 14 54.34 22.453 0.041 21.335 0.026 -0.004
ID-6266 17 37 48.58  -3 11 32.91 18.157 0.002 17.094 0.001 -0.013
ID-6267 17 37 48.58  -3 20  1.69 22.748 0.038 21.737 0.047 -0.005
ID-6268 17 37 48.59  -3 10 58.99 21.448 0.015 20.457 0.014 -0.013
ID-6269 17 37 48.59  -3 12 44.70 22.578 0.038 21.646 0.044  0.018
ID-6270 17 37 48.59  -3 17 12.99 22.440 0.038 21.481 0.035  0.020
ID-6271 17 37 48.59  -3 18 43.29 22.488 0.036 21.483 0.025 -0.006
ID-6272 17 37 48.60  -3 12 14.99 22.949 0.054 21.882 0.053  0.018
ID-6273 17 37 48.60  -3 14 57.20 22.412 0.029 21.438 0.030 -0.004
ID-6274 17 37 48.60  -3 15 14.22 22.738 0.041 21.747 0.037 -0.004
ID-6275 17 37 48.61  -3 16  6.73 22.507 0.040 21.527 0.031  0.020
ID-6276 17 37 48.62  -3 10 50.63 21.135 0.011 19.341 0.004 -0.013
ID-6277 17 37 48.62  -3 13  2.02 21.729 0.024 20.738 0.015  0.018
ID-6278 17 37 48.62  -3 13 47.19 23.043 0.050 21.963 0.040 -0.001
ID-6279 17 37 48.63  -3  9  8.90 21.859 0.014 20.861 0.015 -0.067
ID-6280 17 37 48.63  -3 17 39.29 22.429 0.038 21.393 0.025 -0.006
ID-6281 17 37 48.64  -3 17  3.35 22.374 0.033 21.446 0.030  0.020
ID-6282 17 37 48.65  -3  9 25.72 23.046 0.047 21.924 0.031 -0.053
ID-6283 17 37 48.65  -3 12 11.04 22.141 0.021 21.214 0.027  0.018
ID-6284 17 37 48.65  -3 14 24.24 21.283 0.011 20.219 0.009 -0.001
ID-6285 17 37 48.66  -3 14 42.53 21.713 0.016 20.687 0.017 -0.001
ID-6286 17 37 48.66  -3 16 11.05 22.482 0.037 21.379 0.029  0.020
ID-6287 17 37 48.66  -3 21  7.19 18.159 0.001 16.716 0.001 -0.070
ID-6288 17 37 48.67  -3 13 17.47 21.808 0.021 20.856 0.023  0.018
ID-6289 17 37 48.69  -3 18  2.55 22.128 0.026 21.137 0.022 -0.006
ID-6290 17 37 48.70  -3 12 26.68 22.268 0.032 21.275 0.021  0.018
ID-6291 17 37 48.70  -3 14 15.86 22.592 0.038 21.609 0.030 -0.001
ID-6292 17 37 48.70  -3 14 53.66 22.864 0.048 21.803 0.041 -0.004
ID-6293 17 37 48.71  -3 18 21.23 19.391 0.003 18.082 0.003 -0.006
ID-6294 17 37 48.72  -3 10  7.07 19.541 0.003 18.389 0.003 -0.053
ID-6295 17 37 48.72  -3 11 39.14 19.846 0.005 18.566 0.004 -0.013
ID-6296 17 37 48.72  -3 14 27.03 20.735 0.010 19.749 0.007 -0.001
ID-6297 17 37 48.72  -3 15  8.98 21.543 0.015 20.531 0.014 -0.004
ID-6298 17 37 48.72  -3 15 14.45 22.524 0.038 21.433 0.036 -0.004
ID-6299 17 37 48.72  -3 16  8.40 21.055 0.010 20.019 0.010  0.020
ID-6300 17 37 48.72  -3 16  4.84 21.844 0.022 20.943 0.020  0.020
ID-6301 17 37 48.73  -3 13 28.05 21.741 0.019 20.747 0.016 -0.001
ID-6302 17 37 48.75  -3 12 57.49 22.464 0.035 21.428 0.029  0.018
ID-6303 17 37 48.75  -3 13 30.24 19.780 0.004 18.519 0.003 -0.001
ID-6304 17 37 48.75  -3 15  6.91 23.148 0.051 22.094 0.048 -0.004
ID-6305 17 37 48.75  -3 19 11.80 22.187 0.026 21.165 0.021 -0.005
ID-6306 17 37 48.76  -3 14 59.17 23.216 0.059 22.261 0.049 -0.004
ID-6307 17 37 48.77  -3 12 11.84 22.413 0.039 21.398 0.027  0.018
ID-6308 17 37 48.77  -3 17 17.61 20.811 0.011 19.598 0.007  0.020
ID-6309 17 37 48.78  -3 11 10.91 21.127 0.010 20.126 0.008 -0.013
ID-6310 17 37 48.78  -3 11  1.39 21.714 0.017 20.765 0.014 -0.013
ID-6311 17 37 48.78  -3 10 49.23 21.823 0.017 20.824 0.013 -0.013
ID-6312 17 37 48.78  -3 14 18.73 22.236 0.029 21.166 0.020 -0.001
ID-6313 17 37 48.80  -3 11 14.36 22.743 0.041 21.678 0.037 -0.013
ID-6314 17 37 48.80  -3 13 44.57 22.272 0.025 21.308 0.022 -0.001
ID-6315 17 37 48.81  -3 14 28.40 22.079 0.025 21.132 0.023 -0.001
ID-6316 17 37 48.81  -3 19 16.65 22.433 0.030 21.410 0.034 -0.005
ID-6317 17 37 48.82  -3  9 29.06 21.835 0.019 20.810 0.012 -0.053
ID-6318 17 37 48.82  -3 14 42.24 22.278 0.027 21.322 0.028 -0.001
ID-6319 17 37 48.82  -3 18  0.95 22.347 0.025 21.276 0.025 -0.006
ID-6320 17 37 48.83  -3 12  3.85 22.792 0.050 21.820 0.043  0.018
ID-6321 17 37 48.83  -3 19 48.69 22.819 0.040 21.325 0.024 -0.005
ID-6322 17 37 48.84  -3 11 17.39 21.467 0.013 20.480 0.015 -0.013
ID-6323 17 37 48.84  -3 13 32.09 21.447 0.014 20.407 0.013 -0.001
ID-6324 17 37 48.84  -3 15 33.60 23.016 0.052 22.177 0.056 -0.004
ID-6325 17 37 48.85  -3 15 58.65 22.096 0.025 21.130 0.019 -0.004
ID-6326 17 37 48.87  -3 16 13.29 20.303 0.006 19.138 0.005  0.020
ID-6327 17 37 48.87  -3 16 54.41 21.602 0.016 20.629 0.014  0.020
ID-6328 17 37 48.88  -3 13  5.26 21.971 0.020 21.040 0.021  0.018
ID-6329 17 37 48.88  -3 12 40.72 22.680 0.048 21.595 0.042  0.018
ID-6330 17 37 48.88  -3 15 38.69 17.836 0.002 16.341 0.002 -0.004
ID-6331 17 37 48.88  -3 15 15.69 22.771 0.047 21.766 0.035 -0.004
ID-6332 17 37 48.88  -3 17  6.15 21.130 0.016 19.955 0.008  0.020
ID-6333 17 37 48.88  -3 17 14.43 21.388 0.015 20.381 0.010  0.020
ID-6334 17 37 48.88  -3 16  4.16 22.066 0.022 21.042 0.022  0.020
ID-6335 17 37 48.89  -3 17 10.61 21.586 0.016 20.613 0.016  0.020
ID-6336 17 37 48.90  -3 13 27.06 21.345 0.012 20.234 0.010 -0.001
ID-6337 17 37 48.90  -3 13 30.04 22.456 0.032 21.390 0.030 -0.001
ID-6338 17 37 48.90  -3 17  8.34 22.076 0.033 21.110 0.025  0.020
ID-6339 17 37 48.90  -3 20 36.45 22.386 0.025 21.336 0.021 -0.070
ID-6340 17 37 48.91  -3 14 29.85 20.765 0.008 19.595 0.007 -0.001
ID-6341 17 37 48.91  -3 18  2.12 21.876 0.021 20.946 0.018 -0.006
ID-6342 17 37 48.92  -3 13 13.57 21.959 0.021 20.972 0.020  0.018
ID-6343 17 37 48.93  -3 12 49.23 21.787 0.019 20.740 0.015  0.018
ID-6344 17 37 48.93  -3 13 20.10 22.471 0.038 21.435 0.025  0.018
ID-6345 17 37 48.93  -3 13  2.20 23.000 0.060 21.968 0.041  0.018
ID-6346 17 37 48.93  -3 14 12.75 21.791 0.015 20.797 0.015 -0.001
ID-6347 17 37 48.94  -3 14  8.46 22.458 0.032 21.540 0.031 -0.001
ID-6348 17 37 48.94  -3 16 39.14 22.519 0.038 21.557 0.028  0.020
ID-6349 17 37 48.95  -3  8 34.54 23.083 0.041 21.960 0.037 -0.067
ID-6350 17 37 48.95  -3 13 50.37 21.701 0.024 20.684 0.019 -0.001
ID-6351 17 37 48.95  -3 20  2.02 22.943 0.056 21.801 0.038 -0.005
ID-6352 17 37 48.96  -3 11 29.14 22.674 0.029 21.624 0.039 -0.013
ID-6353 17 37 48.96  -3 13 40.39 22.342 0.033 21.315 0.032 -0.001
ID-6354 17 37 48.96  -3 15 25.52 22.528 0.038 21.573 0.025 -0.004
ID-6355 17 37 48.97  -3 14 40.00 21.841 0.022 20.736 0.017 -0.001
ID-6356 17 37 48.97  -3 18 25.77 22.086 0.021 21.131 0.021 -0.006
ID-6357 17 37 48.99  -3 15 47.50 22.829 0.042 21.830 0.036 -0.004
ID-6358 17 37 49.01  -3 11 58.14 22.154 0.024 21.154 0.027 -0.013
ID-6359 17 37 49.01  -3 13 41.89 21.911 0.022 20.914 0.016 -0.001
ID-6360 17 37 49.01  -3 14 26.86 22.000 0.023 20.943 0.021 -0.001
ID-6361 17 37 49.01  -3 16 33.76 22.717 0.039 21.729 0.039  0.020
ID-6362 17 37 49.01  -3 18  6.51 22.192 0.031 21.179 0.018 -0.006
ID-6363 17 37 49.02  -3 14  5.88 22.285 0.027 21.282 0.023 -0.001
ID-6364 17 37 49.02  -3 20 26.58 23.178 0.055 22.195 0.042 -0.070
ID-6365 17 37 49.03  -3 11  5.20 22.151 0.024 20.955 0.015 -0.013
ID-6366 17 37 49.03  -3 11 36.95 22.615 0.029 21.665 0.029 -0.013
ID-6367 17 37 49.03  -3 18 57.34 23.103 0.056 21.974 0.045 -0.005
ID-6368 17 37 49.03  -3 20  9.58 23.428 0.045 22.312 0.047 -0.070
ID-6369 17 37 49.05  -3 14  0.99 22.230 0.030 20.881 0.022 -0.001
ID-6370 17 37 49.05  -3 18 32.87 22.133 0.024 21.160 0.025 -0.006
ID-6371 17 37 49.05  -3 20  5.93 23.279 0.050 22.196 0.051 -0.070
ID-6372 17 37 49.06  -3 16 21.20 21.970 0.031 20.955 0.025  0.020
ID-6373 17 37 49.07  -3  9 33.60 22.338 0.026 20.683 0.013 -0.053
ID-6374 17 37 49.07  -3 13  2.22 23.015 0.059 22.080 0.043  0.018
ID-6375 17 37 49.07  -3 13 57.07 22.672 0.034 21.572 0.028 -0.001
ID-6376 17 37 49.07  -3 13 31.81 22.550 0.034 21.659 0.028 -0.001
ID-6377 17 37 49.07  -3 15 22.67 22.294 0.027 21.294 0.025 -0.004
ID-6378 17 37 49.07  -3 16 22.89 21.830 0.027 20.857 0.020  0.020
ID-6379 17 37 49.08  -3 19 37.58 23.241 0.052 22.209 0.054 -0.005
ID-6380 17 37 49.09  -3 13 17.09 22.419 0.031 21.361 0.036  0.018
ID-6381 17 37 49.10  -3 14 15.85 20.039 0.005 18.786 0.004 -0.001
ID-6382 17 37 49.11  -3 12 54.68 21.266 0.014 20.175 0.013  0.018
ID-6383 17 37 49.11  -3 12 40.91 22.207 0.026 21.179 0.024  0.018
ID-6384 17 37 49.11  -3 15 52.62 21.146 0.012 20.167 0.008 -0.004
ID-6385 17 37 49.11  -3 17  4.93 22.728 0.052 21.771 0.043  0.020
ID-6386 17 37 49.12  -3  8 34.64 23.314 0.051 22.185 0.039 -0.067
