# ID    d   s   ds    e  e  f    Bmag   e_B   Vmag   e_V    diff
ID-2550 17 37 31.61  -3 19 32.92 21.831 0.017 20.879 0.017 -0.010
ID-2551 17 37 31.61  -3 18 50.13 22.685 0.049 21.717 0.042 -0.010
ID-2552 17 37 31.62  -3 11 41.86 23.188 0.045 22.296 0.054 -0.051
ID-2553 17 37 31.63  -3 12 16.95 22.768 0.047 21.727 0.034 -0.018
ID-2554 17 37 31.64  -3 13 31.64 18.021 0.002 17.407 0.002 -0.001
ID-2555 17 37 31.64  -3 17 35.05 22.710 0.051 21.778 0.048 -0.007
ID-2556 17 37 31.65  -3 16 53.86 18.277 0.002 16.851 0.001 -0.027
ID-2557 17 37 31.65  -3 17 45.71 21.458 0.016 20.437 0.013 -0.007
ID-2558 17 37 31.66  -3 12 14.18 23.080 0.059 22.066 0.056 -0.018
ID-2559 17 37 31.68  -3  9 49.20 22.855 0.037 21.869 0.032 -0.040
ID-2560 17 37 31.68  -3 11  0.57 19.585 0.004 19.156 0.005 -0.051
ID-2561 17 37 31.68  -3 15 25.87 17.557 0.002 15.956 0.002 -0.006
ID-2562 17 37 31.69  -3 12 26.88 21.305 0.017 20.196 0.009 -0.018
ID-2563 17 37 31.70  -3 10 54.85 22.457 0.025 21.542 0.030 -0.051
ID-2564 17 37 31.70  -3 12  4.95 23.132 0.056 22.106 0.045 -0.051
ID-2565 17 37 31.70  -3 17 43.25 22.036 0.023 21.058 0.022 -0.007
ID-2566 17 37 31.72  -3 11 48.08 19.861 0.004 19.005 0.004 -0.051
ID-2567 17 37 31.74  -3 11 17.43 22.190 0.022 21.102 0.018 -0.051
ID-2568 17 37 31.74  -3 10 53.34 23.000 0.043 21.907 0.038 -0.051
ID-2569 17 37 31.74  -3 18 49.53 22.741 0.042 21.723 0.036 -0.010
ID-2570 17 37 31.75  -3 11 49.98 22.660 0.037 21.501 0.029 -0.051
ID-2571 17 37 31.76  -3 12 16.23 23.202 0.053 22.229 0.051 -0.018
ID-2572 17 37 31.76  -3 13 59.59 17.287 0.002 15.598 0.002 -0.001
ID-2573 17 37 31.76  -3 14  5.17 17.681 0.002 16.087 0.001 -0.001
ID-2574 17 37 31.76  -3 20  9.27 23.120 0.050 22.009 0.039 -0.026
ID-2575 17 37 31.77  -3 17 29.78 21.939 0.021 20.963 0.019 -0.007
ID-2576 17 37 31.78  -3 10 31.19 21.640 0.018 20.623 0.013 -0.040
ID-2577 17 37 31.78  -3 12 40.29 18.432 0.003 17.888 0.002 -0.018
ID-2578 17 37 31.78  -3 19 58.26 22.443 0.041 21.216 0.025 -0.010
ID-2579 17 37 31.79  -3 12  6.12 21.958 0.028 20.983 0.019 -0.018
ID-2580 17 37 31.79  -3 13 27.08 21.354 0.017 20.289 0.013 -0.001
ID-2581 17 37 31.81  -3 10 23.51 21.581 0.019 20.222 0.008 -0.040
ID-2582 17 37 31.81  -3 13  7.05 22.229 0.033 21.300 0.026 -0.018
ID-2583 17 37 31.81  -3 17 37.86 19.418 0.004 18.976 0.005 -0.007
ID-2584 17 37 31.84  -3 18 11.12 22.782 0.049 21.799 0.036 -0.007
ID-2585 17 37 31.85  -3 10 12.92 17.968 0.001 17.363 0.001 -0.040
ID-2586 17 37 31.85  -3 14 52.93 16.121 0.001 15.570 0.001 -0.006
ID-2587 17 37 31.85  -3 18 16.34 22.801 0.048 21.791 0.044 -0.007
ID-2588 17 37 31.86  -3  9  0.35 20.790 0.007 19.519 0.006 -0.044
ID-2589 17 37 31.86  -3 10 19.19 22.591 0.028 21.581 0.034 -0.040
ID-2590 17 37 31.86  -3 15 35.71 18.856 0.003 17.434 0.003 -0.006
ID-2591 17 37 31.86  -3 16 17.79 19.287 0.003 18.025 0.003 -0.027
ID-2592 17 37 31.87  -3 11 49.79 21.676 0.020 20.715 0.014 -0.051
ID-2593 17 37 31.87  -3 10 49.39 23.040 0.043 21.979 0.037 -0.051
ID-2594 17 37 31.88  -3  9  9.13 22.578 0.034 20.829 0.013 -0.044
ID-2595 17 37 31.88  -3 16 38.90 19.433 0.003 18.109 0.002 -0.027
ID-2596 17 37 31.90  -3 10  4.72 22.273 0.028 21.224 0.025 -0.040
ID-2597 17 37 31.90  -3 14 26.88 17.710 0.002 16.077 0.002 -0.001
ID-2598 17 37 31.90  -3 16 55.75 18.619 0.002 17.261 0.002 -0.027
ID-2599 17 37 31.90  -3 18  6.38 21.298 0.014 20.129 0.011 -0.007
ID-2600 17 37 31.91  -3 11 28.38 21.849 0.022 20.912 0.019 -0.051
ID-2601 17 37 31.91  -3 11 58.59 22.238 0.023 21.154 0.024 -0.051
ID-2602 17 37 31.91  -3 13 27.89 20.300 0.008 19.046 0.004 -0.001
ID-2603 17 37 31.92  -3 18 32.94 22.534 0.042 21.424 0.033 -0.007
ID-2604 17 37 31.93  -3 10 47.42 23.225 0.059 22.142 0.045 -0.051
ID-2605 17 37 31.94  -3 18  4.51 21.830 0.019 20.773 0.017 -0.007
ID-2606 17 37 31.94  -3 20 20.79 22.091 0.028 21.083 0.017 -0.026
ID-2607 17 37 31.95  -3 10 26.99 22.936 0.038 21.914 0.034 -0.040
ID-2608 17 37 31.95  -3 19 15.42 21.107 0.010 19.974 0.010 -0.010
ID-2609 17 37 31.96  -3 17  7.89 21.353 0.013 20.259 0.011 -0.027
ID-2610 17 37 31.97  -3 18 12.60 21.914 0.019 20.897 0.018 -0.007
ID-2611 17 37 31.97  -3 19 18.87 23.257 0.054 21.738 0.029 -0.010
ID-2612 17 37 31.98  -3 10 19.39 21.460 0.014 20.422 0.011 -0.040
ID-2613 17 37 31.98  -3 10 57.52 22.085 0.020 21.148 0.021 -0.051
ID-2614 17 37 31.98  -3 15 14.32 17.834 0.003 16.343 0.001 -0.006
ID-2615 17 37 31.99  -3 17 27.99 22.385 0.028 21.332 0.029 -0.007
ID-2616 17 37 32.00  -3 10 34.05 22.601 0.033 21.595 0.027 -0.040
ID-2617 17 37 32.00  -3 11 23.56 22.367 0.024 21.341 0.022 -0.051
ID-2618 17 37 32.00  -3 12 44.67 22.462 0.035 21.401 0.028 -0.018
ID-2619 17 37 32.01  -3 15 53.03 17.660 0.002 16.066 0.001 -0.006
ID-2620 17 37 32.01  -3 17 22.59 22.920 0.057 21.786 0.046 -0.027
ID-2621 17 37 32.02  -3 13 49.60 17.331 0.002 15.832 0.001 -0.001
ID-2622 17 37 32.02  -3 16 18.92 18.975 0.004 17.566 0.002 -0.027
ID-2623 17 37 32.03  -3 11  3.96 22.560 0.026 21.594 0.036 -0.051
ID-2624 17 37 32.03  -3 17  6.07 22.680 0.043 21.678 0.037 -0.027
ID-2625 17 37 32.04  -3 10 36.04 23.164 0.046 22.104 0.041 -0.040
ID-2626 17 37 32.04  -3 14  3.09 18.651 0.003 17.273 0.002 -0.001
ID-2627 17 37 32.05  -3 10 22.19 23.113 0.048 22.000 0.034 -0.040
ID-2628 17 37 32.05  -3 11 59.44 21.857 0.021 20.795 0.014 -0.051
ID-2629 17 37 32.05  -3 13 33.16 17.375 0.002 15.844 0.001 -0.001
ID-2630 17 37 32.06  -3  9 11.31 20.836 0.007 19.616 0.006 -0.044
ID-2631 17 37 32.06  -3 11 57.99 22.595 0.041 21.596 0.032 -0.051
ID-2632 17 37 32.06  -3 17 38.84 18.353 0.002 16.928 0.001 -0.007
ID-2633 17 37 32.06  -3 17 40.99 21.626 0.020 20.808 0.019 -0.007
ID-2634 17 37 32.07  -3 11 25.28 22.124 0.021 21.187 0.019 -0.051
ID-2635 17 37 32.07  -3 17 55.99 22.634 0.043 21.445 0.030 -0.007
ID-2636 17 37 32.07  -3 18 47.51 21.579 0.014 20.460 0.012 -0.010
ID-2637 17 37 32.08  -3 12  4.55 22.157 0.028 21.208 0.025 -0.051
ID-2638 17 37 32.08  -3 11 29.70 23.184 0.045 22.214 0.044 -0.051
ID-2639 17 37 32.08  -3 12 31.98 21.683 0.022 20.665 0.013 -0.018
ID-2640 17 37 32.09  -3 11 34.83 22.999 0.048 22.060 0.043 -0.051
ID-2641 17 37 32.09  -3 12 20.28 21.609 0.014 20.639 0.012 -0.018
ID-2642 17 37 32.09  -3 12 12.37 21.699 0.017 20.713 0.014 -0.018
ID-2643 17 37 32.09  -3 18 28.07 18.773 0.002 17.378 0.001 -0.007
ID-2644 17 37 32.10  -3 18 43.82 19.207 0.003 17.835 0.002 -0.007
ID-2645 17 37 32.10  -3 18 54.06 22.847 0.049 21.727 0.045 -0.010
ID-2646 17 37 32.11  -3  8 29.06 22.918 0.045 21.970 0.038 -0.044
ID-2647 17 37 32.11  -3 18  0.43 22.961 0.056 21.940 0.047 -0.007
ID-2648 17 37 32.12  -3 10  8.74 22.621 0.043 20.933 0.016 -0.040
ID-2649 17 37 32.12  -3 17 53.57 22.331 0.034 21.323 0.026 -0.007
ID-2650 17 37 32.13  -3  8 37.45 22.339 0.033 21.424 0.024 -0.044
ID-2651 17 37 32.13  -3 13 23.97 18.267 0.003 17.676 0.003 -0.018
ID-2652 17 37 32.14  -3 17 48.44 21.351 0.016 20.328 0.011 -0.007
ID-2653 17 37 32.15  -3 12 39.13 22.469 0.036 21.384 0.028 -0.018
ID-2654 17 37 32.15  -3 21 11.56 22.211 0.030 21.222 0.023 -0.026
ID-2655 17 37 32.16  -3 17  0.61 21.638 0.019 20.548 0.013 -0.027
ID-2656 17 37 32.16  -3 19 13.76 22.523 0.033 21.473 0.028 -0.010
ID-2657 17 37 32.17  -3 13 31.71 18.066 0.002 17.432 0.002 -0.001
ID-2658 17 37 32.17  -3 16 19.03 18.927 0.003 17.579 0.002 -0.027
ID-2659 17 37 32.18  -3 17 44.74 22.772 0.046 21.755 0.041 -0.007
ID-2660 17 37 32.19  -3 17 21.12 22.683 0.041 21.618 0.038 -0.027
ID-2661 17 37 32.19  -3 20 59.18 21.377 0.011 20.173 0.009 -0.026
ID-2662 17 37 32.20  -3 19 43.40 21.850 0.019 20.667 0.015 -0.010
ID-2663 17 37 32.22  -3 19 59.20 22.735 0.038 21.620 0.028 -0.010
ID-2664 17 37 32.23  -3 18 29.82 21.319 0.013 20.270 0.011 -0.007
ID-2665 17 37 32.24  -3 10 12.54 22.747 0.035 21.695 0.030 -0.040
ID-2666 17 37 32.24  -3 18 39.51 22.722 0.039 21.596 0.036 -0.007
ID-2667 17 37 32.24  -3 20 14.95 22.646 0.040 21.626 0.033 -0.026
ID-2668 17 37 32.26  -3  9  3.62 23.054 0.044 21.723 0.028 -0.044
ID-2669 17 37 32.27  -3 11 31.11 22.960 0.040 22.005 0.049 -0.051
ID-2670 17 37 32.27  -3 13  3.22 22.415 0.038 21.388 0.032 -0.018
ID-2671 17 37 32.27  -3 16  3.61 19.081 0.004 17.751 0.002 -0.006
ID-2672 17 37 32.28  -3 11 23.94 23.217 0.054 22.040 0.047 -0.051
ID-2673 17 37 32.28  -3 12 27.20 22.916 0.054 21.779 0.047 -0.018
ID-2674 17 37 32.28  -3 17 11.89 21.408 0.016 20.350 0.013 -0.027
ID-2675 17 37 32.28  -3 18  9.99 22.639 0.041 21.590 0.032 -0.007
ID-2676 17 37 32.28  -3 17 55.96 22.772 0.040 21.763 0.040 -0.007
ID-2677 17 37 32.29  -3 11 25.82 21.979 0.022 20.983 0.017 -0.051
ID-2678 17 37 32.30  -3  9 31.95 21.944 0.019 20.787 0.015 -0.040
ID-2679 17 37 32.30  -3 14  8.94 18.137 0.002 17.389 0.003 -0.001
ID-2680 17 37 32.31  -3 12  3.41 23.039 0.051 21.986 0.048 -0.051
ID-2681 17 37 32.32  -3 18  4.14 22.021 0.029 20.966 0.022 -0.007
ID-2682 17 37 32.33  -3 10  7.72 19.628 0.004 19.213 0.005 -0.040
ID-2683 17 37 32.33  -3 12  8.71 21.181 0.015 20.195 0.009 -0.018
ID-2684 17 37 32.34  -3 11 21.21 21.156 0.012 20.001 0.007 -0.051
ID-2685 17 37 32.34  -3 13 37.76 17.527 0.002 16.108 0.001 -0.001
ID-2686 17 37 32.36  -3 14 22.12 16.776 0.002 15.797 0.001 -0.001
ID-2687 17 37 32.36  -3 16 57.71 22.821 0.047 21.919 0.044 -0.027
ID-2688 17 37 32.36  -3 17 42.51 18.869 0.003 17.510 0.001 -0.007
ID-2689 17 37 32.36  -3 18 27.16 21.886 0.017 20.889 0.020 -0.007
ID-2690 17 37 32.37  -3 11 44.21 22.590 0.027 21.658 0.028 -0.051
ID-2691 17 37 32.37  -3 12 49.44 21.850 0.023 20.751 0.019 -0.018
ID-2692 17 37 32.37  -3 17 20.09 21.345 0.011 20.256 0.011 -0.027
ID-2693 17 37 32.38  -3 12 36.25 18.922 0.003 17.588 0.002 -0.018
ID-2694 17 37 32.39  -3  8 52.25 21.181 0.010 20.117 0.009 -0.044
ID-2695 17 37 32.39  -3  9 28.65 21.950 0.019 20.937 0.018 -0.040
ID-2696 17 37 32.39  -3 18  1.05 21.517 0.017 20.540 0.012 -0.007
ID-2697 17 37 32.39  -3 18 15.19 22.342 0.031 21.322 0.025 -0.007
ID-2698 17 37 32.40  -3 13 41.85 16.853 0.001 14.925 0.001 -0.001
ID-2699 17 37 32.40  -3 19  6.50 22.367 0.031 21.313 0.023 -0.010
ID-2700 17 37 32.40  -3 20 19.61 22.372 0.026 21.211 0.026 -0.026
ID-2701 17 37 32.41  -3 13 21.75 17.369 0.001 15.666 0.001 -0.018
ID-2702 17 37 32.42  -3 15 15.82 18.403 0.003 17.839 0.003 -0.006
ID-2703 17 37 32.42  -3 17  0.63 18.718 0.002 17.340 0.002 -0.027
ID-2704 17 37 32.42  -3 18 44.60 22.155 0.024 20.891 0.022 -0.007
ID-2705 17 37 32.42  -3 19 21.97 22.408 0.028 21.458 0.034 -0.010
ID-2706 17 37 32.43  -3 17 24.18 20.947 0.010 20.036 0.010 -0.027
ID-2707 17 37 32.43  -3 19 27.48 22.715 0.036 21.700 0.032 -0.010
ID-2708 17 37 32.44  -3 11 54.37 23.060 0.045 22.133 0.055 -0.051
ID-2709 17 37 32.44  -3 14  1.14 18.869 0.003 17.453 0.002 -0.001
ID-2710 17 37 32.44  -3 17 47.94 21.868 0.019 20.910 0.021 -0.007
ID-2711 17 37 32.44  -3 19 57.57 21.636 0.022 20.556 0.013 -0.010
ID-2712 17 37 32.45  -3 11  6.21 23.135 0.049 22.020 0.045 -0.051
ID-2713 17 37 32.46  -3 11 36.54 21.526 0.018 20.517 0.012 -0.051
ID-2714 17 37 32.46  -3 19 10.78 22.166 0.027 21.196 0.023 -0.010
ID-2715 17 37 32.48  -3 12 23.43 22.933 0.053 21.910 0.040 -0.018
ID-2716 17 37 32.49  -3 12 38.73 20.148 0.007 18.884 0.004 -0.018
ID-2717 17 37 32.49  -3 12 16.14 21.880 0.025 20.917 0.020 -0.018
ID-2718 17 37 32.51  -3 12  4.04 21.721 0.016 20.675 0.013 -0.051
ID-2719 17 37 32.51  -3 19 55.25 21.562 0.015 20.567 0.015 -0.010
ID-2720 17 37 32.52  -3 10  4.84 22.189 0.022 21.166 0.017 -0.040
ID-2721 17 37 32.52  -3 11 46.77 20.980 0.011 19.963 0.008 -0.051
ID-2722 17 37 32.52  -3 17 32.36 17.988 0.001 16.855 0.001 -0.007
ID-2723 17 37 32.52  -3 18 42.05 22.821 0.040 21.868 0.040 -0.007
ID-2724 17 37 32.52  -3 19 19.38 22.804 0.040 21.794 0.040 -0.010
ID-2725 17 37 32.53  -3  8 50.36 21.570 0.013 20.585 0.012 -0.044
ID-2726 17 37 32.53  -3  9 53.44 23.079 0.042 21.987 0.038 -0.040
ID-2727 17 37 32.53  -3 11 38.11 22.742 0.043 21.724 0.036 -0.051
ID-2728 17 37 32.53  -3 16  9.82 19.073 0.004 17.756 0.002 -0.027
ID-2729 17 37 32.53  -3 20 16.95 22.461 0.030 21.286 0.027 -0.026
ID-2730 17 37 32.54  -3 10 22.71 21.655 0.018 20.686 0.013 -0.040
ID-2731 17 37 32.54  -3 12 35.94 19.533 0.004 18.246 0.003 -0.018
ID-2732 17 37 32.54  -3 14 55.95 18.503 0.003 17.124 0.002 -0.006
ID-2733 17 37 32.54  -3 18 36.08 21.499 0.014 20.528 0.012 -0.007
ID-2734 17 37 32.55  -3 13  0.90 21.005 0.012 19.742 0.007 -0.018
ID-2735 17 37 32.56  -3 18 16.65 22.578 0.036 21.493 0.032 -0.007
ID-2736 17 37 32.57  -3  9 48.20 22.175 0.023 21.241 0.026 -0.040
ID-2737 17 37 32.59  -3 12 43.36 21.896 0.025 20.798 0.016 -0.018
ID-2738 17 37 32.60  -3 14 49.37 17.998 0.002 17.365 0.002 -0.006
ID-2739 17 37 32.61  -3 10 50.88 20.554 0.006 19.359 0.004 -0.051
ID-2740 17 37 32.62  -3 11 46.96 22.992 0.053 21.952 0.049 -0.051
ID-2741 17 37 32.62  -3 12 14.05 21.692 0.017 20.684 0.014 -0.018
ID-2742 17 37 32.62  -3 13 27.94 18.237 0.002 16.769 0.001 -0.001
ID-2743 17 37 32.63  -3 12  2.30 22.178 0.029 21.174 0.021 -0.051
ID-2744 17 37 32.64  -3  9  2.54 21.886 0.024 20.855 0.018 -0.044
ID-2745 17 37 32.64  -3 10 12.52 23.049 0.044 22.057 0.038 -0.040
ID-2746 17 37 32.64  -3 17 46.77 21.103 0.010 20.757 0.018 -0.007
ID-2747 17 37 32.65  -3 11 35.38 22.510 0.031 21.585 0.034 -0.051
ID-2748 17 37 32.65  -3 11 55.67 23.165 0.044 22.058 0.045 -0.051
ID-2749 17 37 32.65  -3 18 45.22 22.375 0.028 21.177 0.023 -0.007
ID-2750 17 37 32.65  -3 20 59.40 21.868 0.017 20.851 0.017 -0.026
ID-2751 17 37 32.65  -3 20 21.32 22.785 0.036 21.739 0.038 -0.026
ID-2752 17 37 32.66  -3 15 47.89 18.329 0.002 16.866 0.002 -0.006
ID-2753 17 37 32.66  -3 18  1.26 21.379 0.013 20.255 0.011 -0.007
ID-2754 17 37 32.66  -3 17 27.46 22.812 0.040 21.831 0.039 -0.007
ID-2755 17 37 32.67  -3  9 13.55 23.163 0.046 22.021 0.044 -0.044
ID-2756 17 37 32.67  -3 13 11.49 18.222 0.002 17.549 0.002 -0.018
ID-2757 17 37 32.67  -3 21  3.34 20.693 0.009 19.082 0.005 -0.026
ID-2758 17 37 32.68  -3  9 11.32 22.194 0.023 21.187 0.018 -0.044
ID-2759 17 37 32.68  -3 11  6.09 22.265 0.023 21.317 0.022 -0.051
ID-2760 17 37 32.68  -3 19  3.48 23.055 0.059 21.517 0.027 -0.010
ID-2761 17 37 32.70  -3 11 19.49 16.495 0.001 15.120 0.001 -0.051
ID-2762 17 37 32.71  -3 17  7.23 22.957 0.042 22.110 0.056 -0.027
ID-2763 17 37 32.72  -3 12 19.98 22.100 0.025 21.147 0.022 -0.018
ID-2764 17 37 32.72  -3 17 25.20 22.882 0.051 21.969 0.055 -0.027
ID-2765 17 37 32.72  -3 17 40.01 20.455 0.007 19.214 0.004 -0.007
ID-2766 17 37 32.72  -3 20 35.87 21.101 0.009 19.780 0.007 -0.026
ID-2767 17 37 32.74  -3 15 44.75 18.095 0.002 17.381 0.002 -0.006
ID-2768 17 37 32.74  -3 16  0.01 19.137 0.004 17.763 0.003 -0.006
ID-2769 17 37 32.75  -3 17 15.96 21.626 0.017 20.605 0.014 -0.027
ID-2770 17 37 32.75  -3 18  8.39 22.666 0.045 21.914 0.040 -0.007
ID-2771 17 37 32.75  -3 19 17.78 21.425 0.014 20.375 0.012 -0.010
ID-2772 17 37 32.76  -3  9 53.95 22.330 0.025 21.298 0.024 -0.040
ID-2773 17 37 32.76  -3 18 52.32 22.453 0.034 21.470 0.026 -0.010
ID-2774 17 37 32.78  -3 16 25.96 18.379 0.003 17.865 0.003 -0.027
ID-2775 17 37 32.79  -3 16 39.59 18.953 0.003 17.590 0.002 -0.027
ID-2776 17 37 32.79  -3 16 45.44 22.159 0.025 20.986 0.022 -0.027
ID-2777 17 37 32.80  -3  9 16.09 22.815 0.040 21.746 0.028 -0.044
ID-2778 17 37 32.80  -3 14 31.35 17.294 0.002 15.671 0.001 -0.001
ID-2779 17 37 32.80  -3 13 28.66 19.869 0.006 18.674 0.004 -0.001
ID-2780 17 37 32.80  -3 18 36.28 22.513 0.032 21.477 0.030 -0.007
ID-2781 17 37 32.81  -3 12 49.08 22.343 0.031 21.456 0.026 -0.018
ID-2782 17 37 32.81  -3 17 48.41 21.360 0.012 20.282 0.011 -0.007
ID-2783 17 37 32.82  -3  9 41.34 18.557 0.002 17.454 0.002 -0.040
ID-2784 17 37 32.82  -3 18 28.13 22.266 0.033 21.204 0.025 -0.007
ID-2785 17 37 32.82  -3 17 54.80 22.660 0.041 21.665 0.033 -0.007
ID-2786 17 37 32.83  -3  9 50.51 22.526 0.029 21.478 0.026 -0.040
ID-2787 17 37 32.83  -3 19 31.32 19.866 0.004 18.637 0.003 -0.010
ID-2788 17 37 32.83  -3 19 36.48 20.549 0.007 19.376 0.005 -0.010
ID-2789 17 37 32.83  -3 19 11.63 22.149 0.031 21.159 0.023 -0.010
ID-2790 17 37 32.84  -3 10 24.72 22.438 0.026 21.394 0.022 -0.040
ID-2791 17 37 32.84  -3 11 46.01 22.935 0.040 21.877 0.033 -0.051
ID-2792 17 37 32.85  -3 13 23.67 19.742 0.005 18.408 0.003 -0.018
ID-2793 17 37 32.85  -3 14 20.46 18.360 0.003 17.214 0.002 -0.001
ID-2794 17 37 32.85  -3 16 31.68 22.160 0.030 21.197 0.026 -0.027
ID-2795 17 37 32.86  -3 17 44.46 21.604 0.018 20.606 0.014 -0.007
ID-2796 17 37 32.87  -3 18 46.63 22.615 0.039 21.620 0.034 -0.010
ID-2797 17 37 32.88  -3 12 38.59 22.722 0.047 21.577 0.035 -0.018
ID-2798 17 37 32.88  -3 12 26.88 22.906 0.048 21.722 0.040 -0.018
ID-2799 17 37 32.88  -3 18 23.61 21.695 0.021 20.232 0.009 -0.007
ID-2800 17 37 32.88  -3 19  3.08 20.894 0.007 19.801 0.008 -0.010
ID-2801 17 37 32.88  -3 20 32.01 22.257 0.028 21.248 0.025 -0.026
ID-2802 17 37 32.89  -3 12 20.54 23.153 0.052 22.253 0.056 -0.018
ID-2803 17 37 32.90  -3 20 41.13 16.929 0.001 15.451 0.001 -0.026
ID-2804 17 37 32.91  -3 11 51.40 20.162 0.004 18.927 0.004 -0.051
ID-2805 17 37 32.91  -3 11 12.22 22.236 0.023 21.272 0.022 -0.051
ID-2806 17 37 32.91  -3 17 46.54 22.447 0.035 21.528 0.030 -0.007
ID-2807 17 37 32.91  -3 18 33.12 22.732 0.044 21.686 0.032 -0.007
ID-2808 17 37 32.92  -3 12 11.69 22.044 0.023 21.081 0.019 -0.018
ID-2809 17 37 32.92  -3 18  4.05 21.084 0.011 19.978 0.010 -0.007
ID-2810 17 37 32.92  -3 17 59.48 22.636 0.035 21.624 0.031 -0.007
ID-2811 17 37 32.93  -3 12  3.57 22.677 0.032 21.580 0.028 -0.051
ID-2812 17 37 32.93  -3 11 25.86 23.095 0.043 21.938 0.038 -0.051
ID-2813 17 37 32.93  -3 20 33.37 22.465 0.031 21.456 0.033 -0.026
ID-2814 17 37 32.94  -3 11 29.63 22.203 0.030 21.174 0.020 -0.051
ID-2815 17 37 32.94  -3 15  1.52 18.183 0.003 16.708 0.002 -0.006
ID-2816 17 37 32.94  -3 16 33.77 21.384 0.017 20.191 0.011 -0.027
ID-2817 17 37 32.94  -3 17 37.19 19.688 0.005 19.509 0.007 -0.007
ID-2818 17 37 32.95  -3 11 47.21 22.693 0.033 21.552 0.033 -0.051
ID-2819 17 37 32.95  -3 17 34.82 18.062 0.002 17.477 0.002 -0.007
ID-2820 17 37 32.95  -3 18 57.95 20.096 0.005 18.833 0.004 -0.010
ID-2821 17 37 32.95  -3 19 18.92 21.363 0.013 20.381 0.011 -0.010
ID-2822 17 37 32.96  -3 19 29.29 22.688 0.040 21.684 0.043 -0.010
ID-2823 17 37 32.96  -3 20 20.63 21.251 0.012 20.236 0.012 -0.026
ID-2824 17 37 32.97  -3 12 27.69 22.908 0.048 21.750 0.039 -0.018
ID-2825 17 37 32.97  -3 15 42.76 17.835 0.002 16.223 0.001 -0.006
ID-2826 17 37 32.98  -3 12  0.33 22.865 0.043 21.692 0.035 -0.051
ID-2827 17 37 33.00  -3  8 31.35 21.622 0.019 20.324 0.009 -0.044
ID-2828 17 37 33.00  -3 10 13.73 22.428 0.033 21.304 0.024 -0.040
ID-2829 17 37 33.00  -3 12 48.28 22.804 0.047 21.686 0.034 -0.018
ID-2830 17 37 33.00  -3 13 41.57 18.409 0.003 16.985 0.002 -0.001
ID-2831 17 37 33.00  -3 20 17.98 21.948 0.021 20.729 0.015 -0.026
ID-2832 17 37 33.01  -3 11 53.85 22.294 0.024 21.260 0.027 -0.051
ID-2833 17 37 33.02  -3 16 55.51 17.871 0.002 16.324 0.001 -0.027
ID-2834 17 37 33.02  -3 20 14.42 23.079 0.052 21.865 0.034 -0.026
ID-2835 17 37 33.03  -3 11 39.09 17.148 0.001 15.443 0.001 -0.051
ID-2836 17 37 33.03  -3 17 24.76 21.077 0.011 20.001 0.009 -0.027
ID-2837 17 37 33.04  -3 18 42.76 22.475 0.038 21.540 0.035 -0.007
ID-2838 17 37 33.06  -3 12 53.77 22.587 0.042 21.446 0.032 -0.018
ID-2839 17 37 33.08  -3  9 41.87 23.054 0.056 22.058 0.042 -0.040
ID-2840 17 37 33.08  -3 12 23.48 22.271 0.024 21.325 0.026 -0.018
ID-2841 17 37 33.08  -3 20  7.31 23.035 0.051 22.053 0.046 -0.026
ID-2842 17 37 33.09  -3 17 11.36 21.806 0.021 20.822 0.018 -0.027
ID-2843 17 37 33.09  -3 17 54.85 18.666 0.002 17.256 0.002 -0.007
ID-2844 17 37 33.10  -3 12 14.49 21.492 0.015 20.450 0.011 -0.018
ID-2845 17 37 33.10  -3 12 31.28 23.075 0.059 21.926 0.047 -0.018
ID-2846 17 37 33.10  -3 16  7.53 17.826 0.002 16.269 0.001 -0.027
ID-2847 17 37 33.11  -3 10 31.77 17.819 0.001 17.215 0.001 -0.040
ID-2848 17 37 33.11  -3 11 59.21 22.516 0.038 21.456 0.030 -0.051
ID-2849 17 37 33.11  -3 12 34.10 22.703 0.033 21.820 0.035 -0.018
ID-2850 17 37 33.11  -3 19 10.69 23.032 0.056 21.982 0.049 -0.010
ID-2851 17 37 33.11  -3 21 16.81 19.059 0.002 17.807 0.002 -0.026
ID-2852 17 37 33.12  -3 11 46.28 20.982 0.012 19.955 0.009 -0.051
ID-2853 17 37 33.12  -3 12 43.94 19.004 0.003 17.620 0.002 -0.018
ID-2854 17 37 33.14  -3 10 18.89 22.689 0.042 21.620 0.036 -0.040
ID-2855 17 37 33.14  -3 12 18.50 20.554 0.007 19.467 0.006 -0.018
ID-2856 17 37 33.16  -3 10  6.54 22.072 0.027 21.058 0.019 -0.040
ID-2857 17 37 33.16  -3 18 39.27 18.059 0.001 17.441 0.002 -0.007
ID-2858 17 37 33.16  -3 19 56.98 23.071 0.050 21.921 0.041 -0.010
ID-2859 17 37 33.17  -3 11 55.05 21.967 0.019 20.948 0.017 -0.051
ID-2860 17 37 33.17  -3 20  3.61 22.095 0.023 21.057 0.020 -0.010
ID-2861 17 37 33.18  -3 13 39.52 17.923 0.002 16.444 0.001 -0.001
ID-2862 17 37 33.18  -3 13 27.39 18.605 0.003 17.194 0.002 -0.001
ID-2863 17 37 33.19  -3 12  4.09 21.815 0.017 20.791 0.014 -0.051
ID-2864 17 37 33.19  -3 16 37.25 19.099 0.004 17.731 0.003 -0.027
ID-2865 17 37 33.19  -3 16 57.01 21.113 0.012 20.130 0.011 -0.027
ID-2866 17 37 33.19  -3 18 20.99 23.095 0.055 21.894 0.038 -0.007
